,company_name,location,notice_date,layoff_date,employees_affected
723,State Farm Mutual Automobile Insurance Company,Parsippany,August,2016-10-31 00:00:00,77
724,"Trump Taj Mahal Assoc, LLC",Atlantic City,August,2016-10-10 00:00:00,2848
725,"A Q L Decorating Company, Inc.",Fairview,September,2016-11-28 00:00:00,98
726,"Aeropostale, Inc.",Lyndhurst,September,2016-11-08 00:00:00,105
727,"Gannett Satellite Information Network, LLC",Woodland Park,September,2016-11-15 00:00:00,426
728,Merck,Kenilworth,September,2016-11-14 00:00:00,64
729,Tyco International Management Company,Princeton,September,2017-01-02 00:00:00,6
730,Tyco International Management Company,Princeton,September,2016-12-01 00:00:00,4
731,"Veltri, Inc.",Kearny,September,2016-10-31 00:00:00,77
732,"HAIER AMERICA COMPANY, LLC",WAYNE,October,2016-12-31 00:00:00,97
733,"Hanjin Shipping America, LLC",Paramus,October,2016-09-30 00:00:00,127
734,"Meda Pharmaceuticals, Inc.",Somerset,October,2016-12-31 00:00:00,94
735,Aphena Pharma Solutions,Whippany,November,2017-03-17 00:00:00,70
736,Interim Healthcare,Hamilton,November,2017-01-24 00:00:00,101
737,Interim Healthcare,Voorhees,November,2017-01-24 00:00:00,101
738,"Kenco Logistic Services, LLC",Robbinsville,November,2017-01-29 00:00:00,466
739,Bristol-Myers Squibb,Hopewell,December,2017-02-13 00:00:00,2
740,Bristol-Myers Squibb,Pennington,December,2017-02-13 00:00:00,2
741,Dale and Thomas Growers LLC,Englewood,January,2015-03-27 00:00:00,56
742,Frutarom,Branchburg,January,2015-05-31 00:00:00,24
743,"Liberty House Nursing Home of Jersey City, Inc.",Jersey City,January,2015-03-01 00:00:00,162
744,"Macy's Inc., Ledgewood Mall Store",Ledgewood,January,2015-03-21 00:00:00,79
745,Merck - Branchburg,Branchburg,January,2015-03-16 00:00:00,172
746,New Jersey Sports & Exposition Authority,East Rutherford,January,2015-03-09 00:00:00,1100
747,"Vira Manufacturing Company, LLC",Perth Amboy,January,2015-03-13 00:00:00,148
748,Aramark,Philadelphia,February,2015-03-31 00:00:00,339
749,Hard Rock Cafe,Atlantic City,February,2015-04-22 00:00:00,73
750,New Jersey Sports & Exposition Authority - IZOD CENTER,East Rutherford,February,2015-04-03 00:00:00,1400
751,Pictorial Offset Corporation,Carlstadt,February,2015-02-06 00:00:00,113
752,"Schwan Cosmetics USA, Inc.",Piscataway,February,2015-04-24 00:00:00,111
753,Mother Teresa Regional School,Atlantic Highlands,March,2016-06-30 00:00:00,24
754,Royal Ingredients LLC,Swedesboro,March,2016-05-20 00:00:00,80
755,"Airway Cleaners, LLC",New York,April,2015-06-17 00:00:00,72
756,Continuum Health Alliance,Marlton,April,2015-06-05 00:00:00,88
757,Eisai Inc.,Woodcliff Lake,April,2015-06-09 00:00:00,153
758,Freshcut Produce,Newark,April,2015-06-01 00:00:00,100
759,"Ginsburg Bakery, Inc.",Atlantic City,April,2015-06-12 00:00:00,159
760,Mater Dei Prep,Middletown,April,2015-06-30 00:00:00,46
761,"Mercedes-Benz USA, LLC",Montvale,April,2015-06-30 00:00:00,259
762,Saint Clare's Health Services,Denville,April,2015-06-30 00:00:00,2511
763,"Avis Budget Car Rental, LLC",Parsippany,May,2015-09-01 00:00:00,17
764,Blair Road Haulage LLC,Avenel,May,2015-07-12 00:00:00,22
765,Blair Road Logistics LLC,Avenel,May,2015-07-12 00:00:00,85
766,Gerresheimer Glass Inc.,Millville,May,2015-07-27 00:00:00,130
767,Gerresheimer Glass Inc.,Millville,May,2015-07-27 00:00:00,14
768,Kmart Corporation,Closter,May,2015-08-08 00:00:00,102
769,Middlesex Avenue Haulage LLC,Carteret,May,2015-07-12 00:00:00,45
770,"Middlesex Avenue Logistics, LLC",Carteret,May,2015-07-12 00:00:00,364
771,Port Carteret Drive Logistics LLC,Carteret,May,2015-07-12 00:00:00,81
772,Sodexo Dining Services,Hoboken,May,2015-07-01 00:00:00,116
773,Dale and Thomas Popcorn,Englewood,June,2015-08-28 00:00:00,53
774,"GlaxoSmithKline Consumer Healthcare, LP",Parsippany,June,2015-05-01 00:00:00,350
775,"Johnson Controls, Inc.",Princeton,June,2015-07-31 00:00:00,56
776,"Johnson Controls, Inc.",Princeton,June,2015-07-31 00:00:00,32
777,"Johnson Controls, Inc.",Bloomsbury,June,2015-07-31 00:00:00,11
778,"Johnson Controls, Inc.",Plainsboro,June,2015-07-31 00:00:00,17
779,"Johnson Controls, Inc.",New Brunswick,June,2015-07-31 00:00:00,111
780,"Johnson Controls, Inc.",Pennington,June,2015-07-31 00:00:00,83
781,Red Bank Acquisition 1 LLC DBA Chapin Hill @ Red Bank,Red Bank,June,2015-08-01 00:00:00,0
782,"Zoetis, Inc.",Florham Park,June,2015-08-11 00:00:00,165
783,"Zucker, Goldberg and Ackerman, LLC",Mountainside,June,2015-08-24 00:00:00,289
784,First Student,Trenton,July,2015-09-01 00:00:00,135
785,Frutarom,North Bergen,July,2015-08-31 00:00:00,50
786,Great Atlantic & Pacific Tea Co. - Pathmark,Edison,July,2015-09-19 00:00:00,101
787,The Great Atlantic & Pacifi Tea Company - Pathmark,Old Bridge,July,2015-09-19 00:00:00,95
788,The Great Atlantic & Pacific Tea Co. - Pathmark,Toms River,July,2015-09-19 00:00:00,121
789,"The Great Atlantic & Pacific Tea Co., -Pathmark",Belleville,July,2015-09-19 00:00:00,113
790,The Great Atlantic & Pacific Tea Company - A & P,Holmdel,July,2015-09-19 00:00:00,87
791,The Great Atlantic & Pacific Tea Company - Pathmark,Linden,July,2015-09-19 00:00:00,120
792,The Great Atlantic & Pacific Tea Company - Pathmark,Clifton,July,2015-09-19 00:00:00,125
793,The Great Atlantic & Pacific Tea Company - Pathmark,East Brunswick,July,2015-09-19 00:00:00,105
794,Kmart Corporation,Vineland,August,2015-10-04 00:00:00,74
795,"Lundbeck Research USA, Inc.",Paramus,August,2015-10-19 00:00:00,68
796,"Pathmark Stores, Inc and Blair Distributors",Edison,August,2015-10-27 00:00:00,168
797,Post Foods,Parsippany,August,2015-09-30 00:00:00,48
798,Saint Michael's Medical Center,Newark,August,2015-10-09 00:00:00,1445
799,Super Fresh Food Markets-Ocean City,Ocean City,August,2015-11-26 00:00:00,171
800,Super Fresh-Manahawkin,Manahawkin,August,2015-11-26 00:00:00,75
801,TSuper Fresh Food Markets-Wildwood,Wildwood,August,2015-11-26 00:00:00,138
802,"Textiles from Europe, Inc. d/b/a Victoria Classics",Edison,August,2015-09-21 00:00:00,14
803,The Great Atlantic & Pacific Tea Co- A&P-Allendale,Allendale,August,2015-11-26 00:00:00,104
804,The Great Atlantic & Pacific Tea Co. - A&P-Basking Ridge,Basking Ridge,August,2015-11-26 00:00:00,66
805,The Great Atlantic & Pacific Tea Co. - A&P-Belvidere,Belvidere,August,2015-11-26 00:00:00,64
806,The Great Atlantic & Pacific Tea Co. - A&P-Blairstown,Blairstown,August,2015-11-26 00:00:00,102
807,The Great Atlantic & Pacific Tea Co. - A&P-Bloomfield,Bloomfield,August,2015-11-26 00:00:00,46
808,The Great Atlantic & Pacific Tea Co. - A&P-Boonton Township,Boonton Township,August,2015-11-26 00:00:00,99
809,The Great Atlantic & Pacific Tea Co. - A&P-Bricktown,Bricktown,August,2015-11-26 00:00:00,80
810,The Great Atlantic & Pacific Tea Co. - A&P-Califon,Califon,August,2015-11-26 00:00:00,55
811,The Great Atlantic & Pacific Tea Co. - A&P-Clark,Clark,August,2015-11-26 00:00:00,125
812,The Great Atlantic & Pacific Tea Co. - A&P-Clinton,Clinton,August,2015-11-26 00:00:00,54
813,The Great Atlantic & Pacific Tea Co. - A&P-Closter,Closter,August,2015-11-26 00:00:00,92
814,The Great Atlantic & Pacific Tea Co. - A&P-Denville,Denville,August,2015-11-26 00:00:00,111
815,The Great Atlantic & Pacific Tea Co. - A&P-Edison,Edison,August,2015-11-26 00:00:00,72
816,The Great Atlantic & Pacific Tea Co. - A&P-Fairview,Fairview,August,2015-11-26 00:00:00,100
817,The Great Atlantic & Pacific Tea Co. - A&P-Fanwood,Fanwood,August,2015-11-26 00:00:00,72
818,The Great Atlantic & Pacific Tea Co. - A&P-Fort Lee,Fort Lee,August,2015-11-26 00:00:00,145
819,The Great Atlantic & Pacific Tea Co. - A&P-Hackettstown,Hackettstown,August,2015-11-26 00:00:00,6
820,The Great Atlantic & Pacific Tea Co. - A&P-Haskell,Haskell,August,2015-11-26 00:00:00,7
821,The Great Atlantic & Pacific Tea Co. - A&P-Hewitt,Hewitt,August,2015-11-26 00:00:00,85
822,The Great Atlantic & Pacific Tea Co. - A&P-Hoboken,Hoboken,August,2015-11-26 00:00:00,104
823,The Great Atlantic & Pacific Tea Co. - A&P-Jersey City,Jersey City,August,2015-11-26 00:00:00,103
824,The Great Atlantic & Pacific Tea Co. - A&P-Kenilworth,Kenilworth,August,2015-11-26 00:00:00,157
825,The Great Atlantic & Pacific Tea Co. - A&P-Ledgewood,Ledgewood,August,2015-11-26 00:00:00,13
826,The Great Atlantic & Pacific Tea Co. - A&P-Little Silver,Little Silver,August,2015-11-26 00:00:00,62
827,The Great Atlantic & Pacific Tea Co. - A&P-Mahwah,Mahwah,August,2015-11-26 00:00:00,138
828,The Great Atlantic & Pacific Tea Co. - A&P-Marlboro,Marlboro,August,2015-11-26 00:00:00,64
829,The Great Atlantic & Pacific Tea Co. - A&P-Metuchen,Metuchen,August,2015-11-26 00:00:00,13
830,The Great Atlantic & Pacific Tea Co. - A&P-Midland Park,Midland Park,August,2015-11-26 00:00:00,162
831,The Great Atlantic & Pacific Tea Co. - A&P-Milltown,North Brunswick,August,2015-11-26 00:00:00,103
832,The Great Atlantic & Pacific Tea Co. - A&P-Montclair,Montclair,August,2015-11-26 00:00:00,76
833,The Great Atlantic & Pacific Tea Co. - A&P-Mt Olive,Mt Olive,August,2015-11-26 00:00:00,88
834,The Great Atlantic & Pacific Tea Co. - A&P-Navesink,Navesink,August,2015-11-26 00:00:00,38
835,The Great Atlantic & Pacific Tea Co. - A&P-New Providence,New Providence,August,2015-11-26 00:00:00,102
836,The Great Atlantic & Pacific Tea Co. - A&P-Oak Ridge,Oak Ridge,August,2015-11-26 00:00:00,98
837,The Great Atlantic & Pacific Tea Co. - A&P-Old Bridge,Old Bridge,August,2015-11-26 00:00:00,116
838,The Great Atlantic & Pacific Tea Co. - A&P-Old Tappan,Old Tappan,August,2015-11-26 00:00:00,76
839,The Great Atlantic & Pacific Tea Co. - A&P-Ortley Beach,Ortley Beach,August,2015-11-26 00:00:00,164
840,The Great Atlantic & Pacific Tea Co. - A&P-Park Ridge,Park Ridge,August,2015-11-26 00:00:00,88
841,The Great Atlantic & Pacific Tea Co. - A&P-Point Pleasant Beach,Point Pleasant Beach,August,2015-11-26 00:00:00,13
842,The Great Atlantic & Pacific Tea Co. - A&P-Pompton Lakes,Pompton Lakes,August,2015-11-26 00:00:00,100
843,The Great Atlantic & Pacific Tea Co. - A&P-Randolph,Randolph,August,2015-11-26 00:00:00,87
844,The Great Atlantic & Pacific Tea Co. - A&P-Saddle Brook,Saddle Brook,August,2015-11-26 00:00:00,97
845,The Great Atlantic & Pacific Tea Co. - A&P-South Plainfield,South Plainfield,August,2015-11-26 00:00:00,117
846,The Great Atlantic & Pacific Tea Co. - A&P-Summit,Summit,August,2015-11-26 00:00:00,10
847,The Great Atlantic & Pacific Tea Co. - A&P-Sussex,Sussex,August,2015-11-26 00:00:00,107
848,The Great Atlantic & Pacific Tea Co. - A&P-Tinton Falls,Tinton Falls,August,2015-11-26 00:00:00,76
849,The Great Atlantic & Pacific Tea Co. - A&P-Township of Washington,Township of Washington,August,2015-11-26 00:00:00,81
850,The Great Atlantic & Pacific Tea Co. - A&P-Vernon,Vernon,August,2015-11-26 00:00:00,122
851,The Great Atlantic & Pacific Tea Co. - A&P-Wall Township,Wall Township,August,2015-11-26 00:00:00,135
852,The Great Atlantic & Pacific Tea Co. - A&P-Warren,Warren,August,2015-11-26 00:00:00,82
853,The Great Atlantic & Pacific Tea Co. - A&P-Washington,Washington,August,2015-11-26 00:00:00,58
854,The Great Atlantic & Pacific Tea Co. - A&P-Wayne,Wayne,August,2015-11-26 00:00:00,81
855,The Great Atlantic & Pacific Tea Co. - A&P-West New York,West New York,August,2015-11-26 00:00:00,87
856,The Great Atlantic & Pacific Tea Co. - A&P-Westwood,Westwood,August,2015-11-26 00:00:00,12
857,The Great Atlantic & Pacific Tea Co. - A&P-Woodcliff Lake,Woodcliff Lake,August,2015-11-26 00:00:00,176
858,The Great Atlantic & Pacific Tea Co. - A&P-Woodland Park,Woodland Park,August,2015-11-26 00:00:00,128
859,The Great Atlantic & Pacific Tea Co. - Food Basics-Belleville,Belleville,August,2015-11-26 00:00:00,73
860,The Great Atlantic & Pacific Tea Co. - Food Basics-Fairview,Fairview,August,2015-11-26 00:00:00,82
861,The Great Atlantic & Pacific Tea Co. - Food Basics-Glen Rock,Glen Rock,August,2015-11-26 00:00:00,67
862,The Great Atlantic & Pacific Tea Co. - Food Basics-North Bergen,North Bergen,August,2015-11-26 00:00:00,96
863,The Great Atlantic & Pacific Tea Co. - Food Basics-Passaic,Passaic,August,2015-11-26 00:00:00,63
864,The Great Atlantic & Pacific Tea Co. - Food Basics-Paterson,Paterson,August,2015-11-26 00:00:00,81
865,The Great Atlantic & Pacific Tea Co. - Food Basics-Paterson,Paterson,August,2015-11-26 00:00:00,101
866,The Great Atlantic & Pacific Tea Co. - Pathmark-Avenel,Avenel,August,2015-11-26 00:00:00,86
867,The Great Atlantic & Pacific Tea Co. - Pathmark-Bergenfield,Bergenfield,August,2015-11-26 00:00:00,132
868,The Great Atlantic & Pacific Tea Co. - Pathmark-Bricktown,Bricktown,August,2015-11-26 00:00:00,101
869,The Great Atlantic & Pacific Tea Co. - Pathmark-Edgewater,Edgewater,August,2015-11-26 00:00:00,160
870,The Great Atlantic & Pacific Tea Co. - Pathmark-Elmwood Park,Elmwood Park,August,2015-11-26 00:00:00,121
871,The Great Atlantic & Pacific Tea Co. - Pathmark-Fairlawn,Fairlawn,August,2015-11-26 00:00:00,101
872,The Great Atlantic & Pacific Tea Co. - Pathmark-Garwood,Garwood,August,2015-11-26 00:00:00,98
873,The Great Atlantic & Pacific Tea Co. - Pathmark-Hackensack,Hackensack,August,2015-11-26 00:00:00,86
874,The Great Atlantic & Pacific Tea Co. - Pathmark-Hazlet,Hazlet,August,2015-11-26 00:00:00,82
875,The Great Atlantic & Pacific Tea Co. - Pathmark-Hopelawn,Hopelawn,August,2015-11-26 00:00:00,82
876,The Great Atlantic & Pacific Tea Co. - Pathmark-Irvington,Irvington,August,2015-11-26 00:00:00,145
877,The Great Atlantic & Pacific Tea Co. - Pathmark-Jersey City,Jersey City,August,2015-11-26 00:00:00,155
878,The Great Atlantic & Pacific Tea Co. - Pathmark-Jersey City,Jersey City,August,2015-11-26 00:00:00,99
879,The Great Atlantic & Pacific Tea Co. - Pathmark-Kinnelon,Kinnelon,August,2015-11-26 00:00:00,108
880,The Great Atlantic & Pacific Tea Co. - Pathmark-Lake Hopatcong,Lake Hopatcong,August,2015-11-26 00:00:00,86
881,The Great Atlantic & Pacific Tea Co. - Pathmark-Ramsey,Ramsey,August,2015-11-26 00:00:00,87
882,The Great Atlantic & Pacific Tea Co. - Pathmark-South Orange,South Orange,August,2015-11-26 00:00:00,119
883,The Great Atlantic & Pacific Tea Co. - Pathmark-Ventnor,Ventnor,August,2015-11-26 00:00:00,125
884,The Great Atlantic & Pacific Tea Co. - Pathmark-Weehawken,Weehawken,August,2015-11-26 00:00:00,124
885,The Great Atlantic & Pacific Tea Co. -Pathmark-Elizabeth,Elizabeth,August,2015-11-26 00:00:00,76
886,The Great Atlantic & Pacific Tea Co. -Pathmark-Garwood,Garwood,August,2015-11-26 00:00:00,98
887,The Great Atlantic & Pacific Tea Co. -Pathmark-Landing,Landing,August,2015-11-26 00:00:00,79
888,The Great Atlantic & Pacific Tea Co. -Pathmark-Middlesex,Middlesex,August,2015-11-26 00:00:00,82
889,The Great Atlantic & Pacific Tea Co. -Pathmark-Montclair,Montclair,August,2015-11-26 00:00:00,106
890,The Great Atlantic & Pacific Tea Co. -Pathmark-Newark,Newark,August,2015-11-26 00:00:00,128
891,The Great Atlantic & Pacific Tea Co. -Pathmark-Palisades Park,Palisades Park,August,2015-11-26 00:00:00,8
892,The Great Atlantic & Pacific Tea Co. -Pathmark-Parsippany,Parsippany,August,2015-11-26 00:00:00,84
893,The Great Atlantic & Pacific Tea Co.-Pathmark-Newark,Newark,August,2015-11-26 00:00:00,124
894,"The Great Atlantic & Pacific Team Company, Inc.",Montvale,August,2015-10-21 00:00:00,144
895,Coperion Ktron,Ramsey,September,2015-10-31 00:00:00,34
896,MetLife,Somerset,September,2015-10-31 00:00:00,136
897,"The Great Atlantic and Pacific Tea Company, Inc. (2)",Montvale,September,2015-11-23 00:00:00,319
898,Argix Logistics,Jamesburg,October,2015-10-05 00:00:00,164
899,Bishop McCarthy Residence Inc.,Vineland,October,2015-12-01 00:00:00,50
900,Our Lady's Residence,Pleasantville,October,2015-12-01 00:00:00,50
901,St. Mary's Catholic Home,Cherry Hill,October,2015-12-01 00:00:00,50
902,The Great Atlantic and Pacific Tea Company (3),Montvale,October,2015-12-18 00:00:00,187
903,BASF Corporation,Florham Park,November,2016-01-15 00:00:00,92
904,Barnabas Health,West Orange,November,2015-12-31 00:00:00,700
905,"Haier America Trading, LLC",Wayne,November,2015-12-31 00:00:00,137
906,IDT Corporation,Piscataway,November,2016-01-04 00:00:00,84
907,Manufacturers and Traders Trust Company (dba,Buffalo,November,2016-01-08 00:00:00,366
908,"Cosmetic Esssence, LLS",Edison,December,2016-02-01 00:00:00,100
909,"Daiichi Sankyo, Inc.",Parsippany,December,2016-02-10 00:00:00,24
910,Abbott Point of Care,Princeton,January,2014-03-31 00:00:00,80
911,"FJC Security Services, Inc.",Jersey City,January,2014-03-01 00:00:00,594
912,"McKesson Medical-Surgical, Inc.",Swedesboro,January,2014-03-14 00:00:00,140
913,Rich Products Corporation,Buffalo,January,2014-03-10 00:00:00,238
914,St. Mary's Hospital,Passaic,January,2014-03-17 00:00:00,1179
915,YM LLC,Totowa,January,2014-06-19 00:00:00,69
916,Cumberland Farms,Farmingham,February,2014-04-15 00:00:00,176
917,Kerry,Flemington,February,2014-03-08 00:00:00,42
918,Kimball Medical Center,Lakewood,February,2014-04-30 00:00:00,73
919,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,23
920,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,8
921,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,4
922,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,2
923,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,4
924,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-02-05 00:00:00,4
925,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,561
926,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-05-31 00:00:00,2
927,Novartis Pharmaceuticals Corporation,East Hanover,February,2014-04-14 00:00:00,8
928,"Ocean Spray Cranberries, Inc.",Bordentown,February,2014-05-02 00:00:00,138
929,Sony Electronics,Park Ridge,February,2014-05-02 00:00:00,100
930,Briarwood Care & Rehabilitation Center,South Amboy,March,2014-05-05 00:00:00,209
931,Marriott NJ Textile Services (Edison Laundry),Edison,March,2014-05-30 00:00:00,144
932,Novartis Pharmaceuticals Corporation,East Hanover,March,2014-06-02 00:00:00,2
933,"WORLDWIDE FLIGHT SERVICES, INC",NEWARK,March,2014-05-20 00:00:00,32
934,"WORLDWIDE FLIGHT SERVICES, INC",NEWARK,March,2014-05-20 00:00:00,42
935,Chesapeake Pharmaceutical and Healthcare Packaging,Fairfield,April,2014-06-30 00:00:00,50
936,NJN Publishing,Flemington,April,2014-06-06 00:00:00,18
937,National Distribution Centers,Burlington,April,2014-06-15 00:00:00,67
938,Novartis Pharmaceuticals,East Hanover,April,2014-06-30 00:00:00,47
939,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,10
940,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,3
941,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,38
942,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,2
943,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,2
944,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,9
945,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,1
946,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,38
947,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,32
948,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,1
949,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,15
950,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,1
951,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,2
952,Novartis Pharmaceuticals Corporation,East Hanover,April,2014-06-30 00:00:00,1
953,Sodexo Campus Services @ Rowan University,Glassboro,April,2014-06-30 00:00:00,281
954,Sodexo Services,Montclair,April,2014-06-30 00:00:00,372
955,South Jersey Times,Woodbury,April,2014-06-06 00:00:00,46
956,Star Ledger,Newark,April,2014-06-06 00:00:00,470
957,The Health Center at Bloomingdale,Bloomingdale,April,2014-06-18 00:00:00,165
958,The Times of Trenton,Trenton,April,2014-06-06 00:00:00,27
959,The Wanaque Center,Haskell,April,2014-06-19 00:00:00,378
960,Aramark,Newark,May,2014-07-11 00:00:00,685
961,Federation of Multicultural Programs of NJ,Belleville,May,2014-06-30 00:00:00,127
962,GENCO,Avenel,May,2014-08-02 00:00:00,126
963,International Paint (aka Akzo Nobel),Union,May,2014-07-07 00:00:00,79
964,"Jersey City Child Development Centers, Inc.",Jersey City,May,2014-06-30 00:00:00,180
965,Magellan Health Services,Parsippany,May,2014-07-01 00:00:00,137
966,Newark Preschool Council,Newark,May,2014-06-30 00:00:00,504
967,"Sodexo Management, Inc.",Englishtown,May,2014-06-30 00:00:00,71
968,"Trenton Head Start, Inc.",Trenton,May,2014-06-30 00:00:00,77
969,Anadigics,Warren,June,2014-06-26 00:00:00,100
970,"CareFusion Resources, LLC",San Diego,June,2014-08-08 00:00:00,390
971,"Event Rentals, Inc. and CP OpCo, LLC d/b/a Classic Party Rentals",Englewood,June,2014-08-08 00:00:00,94
972,"Gloucester Manor Health Care Center, Inc.",Sewell,June,2014-08-02 00:00:00,16
973,"Kid Brands, Inc.",East Rutherford,June,2014-06-18 00:00:00,25
974,"New Century Transportation, Inc.",Westampton,June,2014-06-09 00:00:00,1577
975,Purdue Pharma,Cranbury,June,2014-08-22 00:00:00,59
976,"Revel Entertainment Group, LLC",Atlantic City,June,2014-08-18 00:00:00,3286
977,AFE Victory Inc.,Cherry Hill,July,2014-09-30 00:00:00,106
978,Anthem Institute,Jersey City,July,2014-09-15 00:00:00,50
979,Anthem Institute,Cherry Hill,July,2014-09-15 00:00:00,30
980,Anthem Institute,North Brunswick,July,2014-09-15 00:00:00,48
981,Ardagh Glass Company,Salem,July,2014-10-15 00:00:00,288
982,BAE Systems Technology Solutions & Services Inc. (¿BAE Systems,Mount Laurel,July,2014-09-30 00:00:00,90
983,Broadcom Corporation,Matawan,July,2014-09-26 00:00:00,51
984,Congoleum Corporation,Hamilton,July,2014-09-01 00:00:00,65
985,HMS Host,Pomona,July,2014-09-15 00:00:00,53
986,Honeywell International-EMS Aviation,Moorestown,July,2014-09-26 00:00:00,50
987,Showboat Casino,Atlantic City,July,2014-08-31 00:00:00,2139
988,"Trump Plaza Associates, LLC",Atlantic City,July,2014-09-16 00:00:00,1153
989,Anthem Institute,Parsippany,August,2014-09-15 00:00:00,35
990,GE Healthcare Bio-Sciences Corp. (and other legal entities),Piscataway,August,2015-01-01 00:00:00,218
991,GRGAC1 (dba Amada),Atlantic City,August,2014-09-10 00:00:00,124
992,GRGAC2 (dba Whiskey Village),Atlantic City,August,2014-09-10 00:00:00,64
993,GRGAC3 (dba Distrito Cantina),Atlantic City,August,2014-09-10 00:00:00,29
994,"Honeywell International, Inc - EMS Aviation",Moorestown,August,2014-10-03 00:00:00,3
995,Lions Gate,voorhees,August,2014-11-01 00:00:00,76
996,BAE Systems Technology Solutions & Services Inc. (,Mount Laurel,September,2014-10-31 00:00:00,90
997,G4S Secure Solutions,Hancocks Bridge,September,2014-10-27 00:00:00,369
998,Green Sky Industries,Clifton,September,2014-09-05 00:00:00,76
999,HMS Host,Newark,September,2014-11-06 00:00:00,108
1000,Hudson News (Group),Newark,September,2014-11-20 00:00:00,75
1001,"Merck (Merck, Sharp and Dohme Corporation)",Whitehouse Station,September,2014-11-28 00:00:00,50
1002,"Trump Entertainment Resorts Holdings, L.P.",Atlantic City,September,2014-11-13 00:00:00,8
1003,"Trump Taj Mahal Associates, LLC",Atlantic City,September,2014-11-13 00:00:00,3101
1004,Allergan,Bridgewater,October,2014-11-28 00:00:00,69
1005,"COSCO Container Lines Americas, Inc.",Secaucus,October,2014-12-31 00:00:00,56
1006,Registrar & Transfer Company,Cranford,October,2014-12-31 00:00:00,171
1007,Roselle Paper Company,Roselle,October,2014-11-29 00:00:00,162
1008,Saks Fifth Avenue,Hackensack,October,2015-01-24 00:00:00,94
1009,"BATS Global Markets Holdings, Inc. and Direct Edge, Inc",Jersey City,November,2015-01-30 00:00:00,56
1010,"Bottom Dollar Food NE, LLC",Salisbury,November,2014-12-31 00:00:00,460
1011,Gerresheimer Glass Inc.,Millville,November,2015-01-05 00:00:00,112
1012,Gerresheimer Glass Inc.,Millville,November,2015-01-05 00:00:00,3
1013,Gnutti Carlo USA,Northvale,November,2014-07-01 00:00:00,86
1014,Robert Wood Johnson Hospital,Hamilton,November,2014-12-31 00:00:00,87
1015,K. Hovnanian Company (Builder Services Division),Lakewood,December,2015-02-18 00:00:00,56
1016,Kurt Versen Company,Westwood,December,2015-02-09 00:00:00,102
1017,Novartis Pharmaceuticals Corporation,East Hanover,December,2015-02-16 00:00:00,200
1018,AC SLOTS,Pleasantville,January,2013-03-04 00:00:00,100
1019,American Suzuki Motor Corporation,Brea,January,2013-03-14 00:00:00,1
1020,AmerisourceBergen Drug Corporation,Thorofare,January,2013-04-05 00:00:00,72
1021,The Atlantaic Club Casino,Atlantic City,January,2013-03-29 00:00:00,1729
1022,The Estee Lauder Companies Inc.,Oakland,January,2013-04-01 00:00:00,116
1023,United Airlines,Newark,January,2013-03-04 00:00:00,472
1024,Vertis Communicaton,North Brunswick,January,2013-04-01 00:00:00,133
1025,Hess Corporation,Port Reading,February,2013-03-29 00:00:00,170
1026,Journal Register,Yardley,February,2013-04-17 00:00:00,83
1027,Knight Capital Group,Jersey City,February,2013-02-12 00:00:00,45
1028,M & T Bank,Paramus,February,2013-05-03 00:00:00,356
1029,"Catalent CTS (Kansas City), LLC",Allendale,March,2013-05-20 00:00:00,89
1030,Computershare,Edison,March,2013-05-24 00:00:00,58
1031,"DSM Nutritional Products, LLC",Belvidere,March,2013-06-01 00:00:00,60
1032,Morgan Stanley,Princeton,March,2013-09-30 00:00:00,95
1033,NBTY,So. Plainfield,March,2013-07-19 00:00:00,225
1034,"Solgar, Inc.",Lyndhurst,March,2013-05-17 00:00:00,107
1035,YRC Inc. dba YRC Freight,Carlstadt,March,2013-05-12 00:00:00,69
1036,YRC Inc. dba YRC Freight,Elizabeth,March,2013-05-12 00:00:00,114
1037,Bank of America,Newark,April,2013-05-31 00:00:00,469
