,company_name,location,notice_date,layoff_date,employees_affected,Recieved Date
2493,Savane International Corporation - El Paso,El Paso,2002-04-11 00:00:00,2002-06-20 00:00:00,110.0,4627
2494,Albertson's #2703,Houston,2002-04-11 00:00:00,2002-05-09 00:00:00,75.0,4630
2495,Motorola-Ft. Worth,Ft. Worth,2002-04-02 00:00:00,2002-05-31 00:00:00,10.0,4629
2496,Motorola-Ft. Worth,Ft. Worth,2002-04-12 00:00:00,2002-06-14 00:00:00,3.0,4647
2497,Albertson's #2732,Houston,2002-04-15 00:00:00,2002-06-16 00:00:00,77.0,4649
2498,"Ericsson, Inc.",Plano,2002-04-19 00:00:00,2002-05-18 00:00:00,2.0,4659
2499,"Ericsson, Inc. - Richardson3",Richardson,2002-04-19 00:00:00,2002-06-16 00:00:00,5.0,4658
2500,Carmun International,San Antonio,2002-04-16 00:00:00,2002-04-18 00:00:00,11.0,4655
2501,"International Check Services, Inc.",Houston,2002-04-17 00:00:00,2002-06-17 00:00:00,87.0,4662
2502,"Citigroup Credit Services, Inc.",Denton,2002-04-22 00:00:00,2002-06-30 00:00:00,267.0,4661
2503,Albertson's #2788,Sugar Land,2002-04-23 00:00:00,2002-06-24 00:00:00,75.0,4667
2504,Albertson's #2743,New Caney,2002-04-23 00:00:00,2002-06-24 00:00:00,95.0,4665
2505,Albertson's #2730,Spring,2002-04-23 00:00:00,2002-06-24 00:00:00,119.0,4664
2506,Albertson's #2778,Houston,2002-04-23 00:00:00,2002-06-24 00:00:00,72.0,4666
2507,Albertson's #2704,Pasadena,2002-04-23 00:00:00,2002-06-24 00:00:00,68.0,4663
2508,Neoplan USA Corporation,Brownsville,2002-04-24 00:00:00,2002-06-24 00:00:00,159.0,4669
2509,Nokia - Tarrant,Ft. Worth,2002-04-24 00:00:00,2002-06-27 00:00:00,553.0,4668
2510,Albertson's #2721,Lake Jackson,2002-04-25 00:00:00,2002-06-26 00:00:00,81.0,4672
2511,Asplundh Tree Expert Company,Houston,2002-04-29 00:00:00,2002-04-26 00:00:00,140.0,4680
2512,"Citigroup Credit Services, Inc. - San Marcos",San Marcos,2002-04-30 00:00:00,2002-06-30 00:00:00,184.0,4682
2513,Laredo Medical Group,Laredo,2002-05-01 00:00:00,2002-07-01 00:00:00,315.0,4701
2514,CheckFree Services Corporation,Houston,2002-04-25 00:00:00,2002-06-30 00:00:00,200.0,4700
2515,Bimbo Bakeries USA - Lubbock,Lubbock,2002-04-30 00:00:00,2002-07-14 00:00:00,125.0,4692
2516,Bimbo Bakeries USA - Austin,Austin,2002-04-30 00:00:00,2002-07-14 00:00:00,125.0,4685
2517,"Mrs. Baird's Bakeries, Inc. - Waco",Waco,2002-04-30 00:00:00,2002-07-14 00:00:00,2.0,4694
2518,Bimbo Bakeries USA - Ft. Worth,Ft. Worth,2002-04-30 00:00:00,2002-07-14 00:00:00,125.0,4687
2519,Bimbo Bakeries USA - San Antonio,San Antonio,2002-04-30 00:00:00,2002-07-14 00:00:00,125.0,4693
2520,Bimbo Bakeries USA - Dallas,Dallas,2002-04-30 00:00:00,2002-07-08 00:00:00,75.0,4686
2521,Bimbo Bakeries USA - Houston,Houston,2002-04-30 00:00:00,2002-07-14 00:00:00,125.0,4688
2522,Promotional Printing Company,Houston,2002-05-03 00:00:00,2002-07-03 00:00:00,78.0,4706
2523,Sanmina - Von Ormy,Von Ormy,2002-05-02 00:00:00,2002-06-28 00:00:00,56.0,4707
2524,Stone Bennett,Carrollton,2002-05-06 00:00:00,2002-06-28 00:00:00,20.0,4709
2525,"Alcatel USA, Inc. - Plano",Plano,2002-05-07 00:00:00,2002-07-30 00:00:00,496.0,4714
2526,Flextronics Enclosures,New Braunfels,2002-05-06 00:00:00,2002-07-05 00:00:00,780.0,4713
2527,SOPAKCO,San Antonio,2002-05-03 00:00:00,2002-07-01 00:00:00,222.0,4712
2528,Advanced Micro Devices (AMD),Austin,2002-05-08 00:00:00,2002-05-07 00:00:00,800.0,4719
2529,Fleming - Dallas,Dallas,2002-05-07 00:00:00,2002-07-07 00:00:00,83.0,4718
2530,"BAE Automated Systems, Inc.",Carrollton,2002-05-07 00:00:00,2002-05-07 00:00:00,139.0,4715
2531,Flextronics Enclosures - Garland,Garland,2002-05-09 00:00:00,2002-07-08 00:00:00,60.0,4722
2532,Louisiana Pacific - Bon Wier,Bon Wier,2002-05-09 00:00:00,2002-07-31 00:00:00,409.0,4724
2533,Tyco Electronics,Mesquite,2002-05-09 00:00:00,2002-05-09 00:00:00,24.0,4723
2534,Target Stores - Pasadena,Pasadena,2002-05-13 00:00:00,2002-07-23 00:00:00,131.0,4735
2535,Winn Dixie #2417,Grand Prairie,2002-05-06 00:00:00,2002-05-06 00:00:00,1.0,4759
2536,Allstate Insurance Company,Ft. Worth,2002-05-10 00:00:00,2002-07-12 00:00:00,97.0,4734
2537,Northrop Grumman Corporation,Irving,2002-05-13 00:00:00,2002-09-01 00:00:00,75.0,4738
2538,Southwestern Bell - San Antonio,San Antonio,2002-05-13 00:00:00,2002-07-06 00:00:00,92.0,4741
2539,First State Bank of Texas,Lewisville,2002-05-15 00:00:00,2002-05-31 00:00:00,123.0,4742
2540,Eckerd,Dallas,2002-05-15 00:00:00,2002-07-12 00:00:00,95.0,4746
2541,Eckerd - Houston,Houston,2002-05-15 00:00:00,2002-07-12 00:00:00,23.0,4748
2542,Eckerd - Ft. Worth,Ft. Worth,2002-05-15 00:00:00,2002-07-12 00:00:00,0.0,4747
2543,Texas Department of MHMR,Houston,2002-05-21 00:00:00,2002-08-16 00:00:00,50.0,4744
2544,Citizens Communications Company,Plano,2002-05-28 00:00:00,2002-07-16 00:00:00,399.0,4758
2545,"Fleetwood Homes of Texas, Inc.",Wichita Falls,2002-05-28 00:00:00,2002-07-27 00:00:00,138.0,4769
2546,"CA One Services, Inc. - San Antonio",San Antonio,2002-05-24 00:00:00,2002-08-01 00:00:00,63.0,4768
2547,Target Stores - Texarkana,Texarkana,2002-05-20 00:00:00,2002-07-23 00:00:00,91.0,4772
2548,Personal Optics,Houston,2002-05-29 00:00:00,2002-07-31 00:00:00,58.0,4773
2549,DDI,Garland,2002-05-31 00:00:00,2002-07-30 00:00:00,97.0,4776
2550,U.S. Foodservice,Austin,2002-05-17 00:00:00,2002-07-16 00:00:00,177.0,4786
2551,Parker Hannifin Corporation,Cleburne,2002-06-05 00:00:00,2002-09-20 00:00:00,91.0,4787
2552,SMTC Manufacturing,Austin,2002-05-31 00:00:00,2002-08-01 00:00:00,100.0,4789
2553,LP Particleboard,Silsbee,2002-06-06 00:00:00,2002-08-06 00:00:00,105.0,4790
2554,Weber Aircraft,Gainesville,2002-06-03 00:00:00,2002-09-30 00:00:00,100.0,4792
2555,RadiSys Corporation,Houston,2002-06-10 00:00:00,2002-09-28 00:00:00,60.0,4797
2556,Levi Strauss & Company - San Antonio,San Antonio,2002-06-10 00:00:00,2002-08-02 00:00:00,243.0,4798
2557,Entergy Wholesale Operations,Houston,2002-06-05 00:00:00,2002-08-09 00:00:00,72.0,4800
2558,Abacus Communications LC,Dallas,2002-06-12 00:00:00,2002-08-11 00:00:00,162.0,4804
2559,"Engine Master, L.P.",Dallas,2002-06-12 00:00:00,2002-05-30 00:00:00,95.0,4806
2560,Buckner Retirement Village,Dallas,2002-06-10 00:00:00,2002-08-09 00:00:00,48.0,4807
2561,Community Education Partners,Dallas,2002-06-13 00:00:00,2002-06-15 00:00:00,77.0,4810
2562,"General Bandwidth, Inc.",Austin,2002-06-17 00:00:00,2002-06-18 00:00:00,117.0,4812
2563,Defense Reutilization And Marketing Office - SA,San Antonio,2002-06-13 00:00:00,2002-09-30 00:00:00,10.0,4814
2564,Boeing,Irving,2002-06-10 00:00:00,2002-06-18 00:00:00,27.0,4813
2565,Corning Cable Systems LLC,Keller,2002-06-10 00:00:00,2002-06-11 00:00:00,93.0,4815
2566,Goodrich Corporation,Austin,2002-06-18 00:00:00,2002-06-28 00:00:00,54.0,4816
2567,GE Industrial Systems,Houston,2002-06-19 00:00:00,2002-08-19 00:00:00,61.0,4817
2568,"E & A Technology, Inc.",El Paso,2002-06-21 00:00:00,2002-08-20 00:00:00,230.0,4819
2569,"WorldCom, Inc. - Ft. Worth",Ft. Worth,2002-06-21 00:00:00,2002-08-23 00:00:00,95.0,4822
2570,Arthur Andersen LLP,Dallas,2002-06-24 00:00:00,2002-07-27 00:00:00,50.0,4820
2571,CSC Credit Services,Houston,2002-06-25 00:00:00,2002-08-26 00:00:00,52.0,4824
2572,"Johnson & Johnson Medical, Inc. - Sherman",Sherman,2002-06-24 00:00:00,2002-08-31 00:00:00,56.0,4832
2573,Schult Homes Corporation,Navasota,2002-06-28 00:00:00,2002-06-28 00:00:00,173.0,4833
2574,Sodexho Health Care Services,Galveston,2002-06-28 00:00:00,2002-09-01 00:00:00,0.0,4835
2575,"Best Buy Company, Inc.",Houston,2002-06-28 00:00:00,2002-08-31 00:00:00,53.0,4836
2576,Williamson-Dickie Manufacturing Company - Weslaco,Weslaco,2002-07-10 00:00:00,2002-09-05 00:00:00,672.0,4875
2577,Globe Aviation Services Corporation,Dallas,2002-07-12 00:00:00,2002-09-17 00:00:00,90.0,5019
2578,Allstate Insurance Company - Austin,Austin,2002-07-12 00:00:00,2002-09-27 00:00:00,91.0,4876
2579,Spherion Atlantic Enterprises LLC,Nederland,2002-07-17 00:00:00,2002-09-16 00:00:00,600.0,4882
2580,"Dillard's, Inc. - Arlington",Arlington,2002-05-27 00:00:00,2002-09-17 00:00:00,97.0,4884
2581,"Alcatel USA, Inc. - Plano",Plano,2002-07-23 00:00:00,2002-09-26 00:00:00,352.0,4889
2582,Atmel Corporation,Irving,2002-07-23 00:00:00,2002-08-01 00:00:00,297.0,4888
2583,Spherion Atlantic Enterprises LLC - Ft. Worth,Ft. Worth,2002-07-24 00:00:00,2002-08-31 00:00:00,47.0,4895
2584,Huntleigh USA Corporation,Houston,2002-07-29 00:00:00,2002-11-18 00:00:00,348.0,4900
2585,TeleTech,Temple,2002-07-31 00:00:00,2002-09-30 00:00:00,149.0,4907
2586,Louisiana Pacific Corporation - Cleveland,Cleveland,2002-08-06 00:00:00,2002-10-05 00:00:00,462.0,4913
2587,Flextronics Enclosures - Garland,Garland,2002-08-06 00:00:00,2002-10-05 00:00:00,62.0,4912
2588,Getronics Government Solutions,Dallas,2002-07-24 00:00:00,2002-09-16 00:00:00,23.0,4917
2589,Target Stores - Garland,Garland,2002-08-01 00:00:00,2002-10-09 00:00:00,138.0,4920
2590,Target Stores - Houston3,Humble,2002-08-07 00:00:00,2002-10-08 00:00:00,130.0,4921
2591,Air System Components,Terrell,2002-08-08 00:00:00,2002-10-08 00:00:00,176.0,4923
2592,Eimo Technologies,Georgetown,2002-08-07 00:00:00,2002-08-07 00:00:00,79.0,4922
2593,Life Investors Insurance Company of America,Hurst,2002-08-09 00:00:00,2002-10-11 00:00:00,3.0,4926
2594,Charles Schwab & Co. Inc.,Austin,2002-08-13 00:00:00,2002-08-16 00:00:00,302.0,4942
2595,"Coleman Cable, Inc. - El Paso",El Paso,2002-08-12 00:00:00,2002-08-12 00:00:00,80.0,4937
2596,"Alcatel USA, Inc. - Plano",Plano,2002-08-14 00:00:00,2002-10-17 00:00:00,224.0,4953
2597,"Bently Nevada, LLC.",Houston,2002-08-07 00:00:00,2002-10-25 00:00:00,53.0,4954
2598,Jabil Circuit,Bedford,2002-08-19 00:00:00,2002-08-29 00:00:00,150.0,4955
2599,International Garment Processors,El Paso,2002-08-16 00:00:00,2002-10-18 00:00:00,114.0,4957
2600,Symantec - San Antonio,San Antonio,2002-08-19 00:00:00,2002-07-17 00:00:00,26.0,4959
2601,"Siemens Hearing Instruments, Inc.",Houston,2002-08-22 00:00:00,2002-10-25 00:00:00,40.0,4962
2602,Globe Aviation Services Corporation,Dallas,2002-08-22 00:00:00,2002-08-27 00:00:00,75.0,4963
2603,Getronics Government Solutions - Del Rio,Del Rio,2002-08-23 00:00:00,2002-09-16 00:00:00,4.0,4977
2604,"VF Imagewear (West), Inc. - Brownsville",Brownsville,2002-08-19 00:00:00,2002-10-18 00:00:00,95.0,4966
2605,Sportservice Corporation,Arlington,2002-08-23 00:00:00,2002-08-30 00:00:00,723.0,4970
2606,Consolidated Freightways,Dallas,2002-09-03 00:00:00,2002-09-02 00:00:00,530.0,4978
2607,ACS,Dallas,2002-09-03 00:00:00,2002-11-02 00:00:00,14.0,4975
2608,Consolidated Freightways - Abilene,Abilene,2002-09-03 00:00:00,2002-09-03 00:00:00,5.0,4979
2609,Consolidated Freightways - Amarillo,Amarillo,2002-08-29 00:00:00,2002-09-01 00:00:00,9.0,4997
2610,Consolidated Freightways - Laredo,Laredo,2002-08-29 00:00:00,2002-09-01 00:00:00,86.0,4998
2611,Consolidated Freightways - Ft. Worth,Ft. Worth,2002-08-29 00:00:00,2002-09-01 00:00:00,145.0,4999
2612,Consolidated Freightways - Waco,Waco,2002-08-29 00:00:00,2002-09-01 00:00:00,17.0,4986
2613,Consolidated Freightways - San Antonio,San Antonio,2002-08-29 00:00:00,2002-09-01 00:00:00,24.0,4990
2614,Consolidated Freightways - Odessa,Odessa,2002-08-29 00:00:00,2002-09-01 00:00:00,4.0,4991
2615,"Seadrift Coke, L.P.",Seadrift,2002-08-30 00:00:00,2002-10-31 00:00:00,102.0,4982
2616,Consolidated Freightways - Tyler,Tyler,2002-08-29 00:00:00,2002-09-01 00:00:00,16.0,5006
2617,Consolidated Freightways - Lubbock,Lubbock,2002-08-29 00:00:00,2002-09-01 00:00:00,7.0,5000
2618,Consolidated Freightways - McAllen,McAllen,2002-08-29 00:00:00,2002-09-01 00:00:00,26.0,4994
2619,Consolidated Freightways - Beaumont,Beaumont,2002-08-29 00:00:00,2002-09-01 00:00:00,8.0,4988
2620,Consolidated Freightways - Austin,Austin,2002-08-29 00:00:00,2002-09-01 00:00:00,35.0,4995
2621,Consolidated Freightways - Bryan,Bryan,2002-08-29 00:00:00,2002-09-01 00:00:00,3.0,4989
2622,Consolidated Freightways - El Paso,El Paso,2002-09-04 00:00:00,2002-09-02 00:00:00,57.0,4980
2623,Consolidated Freightways - Corpus Christi,Corpus Ch,2002-08-29 00:00:00,2002-09-01 00:00:00,6.0,4993
2624,Consolidated Freightways - Houston,Houston,2002-08-29 00:00:00,2002-09-01 00:00:00,445.0,4987
2625,CMS Energy Oil and Gas,Houston,2002-09-05 00:00:00,2002-09-12 00:00:00,50.0,5007
2626,Boeing,Irving,2002-09-03 00:00:00,2002-10-24 00:00:00,52.0,5008
2627,"Ericsson, Inc.",Plano,2002-09-13 00:00:00,2002-10-16 00:00:00,2.0,5016
2628,"Ericsson, Inc. - Richardson",Richardson,2002-09-13 00:00:00,2002-11-07 00:00:00,4.0,5015
2629,Life Investors Insurance Company of America,Hurst,2002-09-13 00:00:00,2002-11-15 00:00:00,5.0,5020
2630,Peerless Manufacturing Company,Dallas,2002-09-12 00:00:00,2002-10-12 00:00:00,55.0,5021
2631,"Best US Operations, Inc.",Dallas,2002-09-19 00:00:00,2002-11-17 00:00:00,63.0,5023
2632,Globe Aviation Services Corporation - Midland,Midland,2002-09-20 00:00:00,2002-09-24 00:00:00,65.0,5025
2633,Globe Aviation Services Corporation - Lubbock,Lubbock,2002-09-20 00:00:00,2002-09-24 00:00:00,39.0,5024
2634,DAL Global Services,San Antonio,2002-09-24 00:00:00,2002-11-01 00:00:00,103.0,5030
2635,Globe Aviation Services Corporation - Amarillo,Amarillo,2002-09-27 00:00:00,2002-10-01 00:00:00,40.0,5038
2636,Andrew Corporation,Denton,2002-09-27 00:00:00,2003-01-31 00:00:00,185.0,5039
2637,Andrew Corporation - Richardson,Richardson,2002-09-27 00:00:00,2002-12-01 00:00:00,52.0,5040
2638,International Total Service (ITS) - Tyler,Tyler,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5056
2639,International Total Service (ITS) - Wichita Falls,Wichita Falls,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5048
2640,International Total Service (ITS) - San Angelo,San Angelo,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5047
2641,International Total Service (ITS) - Brownsville,Brownsville,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5050
2642,International Total Service (ITS) - Abilene,Abilene,2002-09-19 00:00:00,2002-09-19 00:00:00,12.0,5052
2643,International Total Service (ITS) - Laredo,Laredo,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5054
2644,International Total Service (ITS) - Killeen,Killeen,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5053
2645,International Total Service (ITS) - Waco,Waco,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5051
2646,"I-2 Technologies, Inc.",Dallas,2002-09-26 00:00:00,2002-09-30 00:00:00,1.0,5044
2647,International Total Service (ITS) - McAllen,McAllen,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5049
2648,International Total Service (ITS) - Longview,Longview,2002-09-19 00:00:00,2002-09-19 00:00:00,13.0,5055
2649,Albertson's #4021,Victoria,2002-10-01 00:00:00,2002-10-31 00:00:00,85.0,5057
2650,Rock Tenn,El Paso,2002-10-01 00:00:00,2003-01-01 00:00:00,118.0,5059
2651,Ceramic Cooling Tower Company - Ft. Worth,Fort Worth,2002-09-30 00:00:00,2002-11-02 00:00:00,46.0,5065
2652,Ceramic Cooling Tower Company,Fort Worth,2002-09-30 00:00:00,2002-11-11 00:00:00,46.0,5064
2653,"Ericsson, Inc.",Plano,2002-10-04 00:00:00,2002-12-05 00:00:00,1.0,5075
2654,APW,Garland,2002-10-03 00:00:00,2003-01-31 00:00:00,95.0,5078
2655,Goodrich Corporation,Austin,2002-10-03 00:00:00,2002-12-02 00:00:00,11.0,5082
2656,"Oakite Products, Inc.",Houston,2002-10-04 00:00:00,2002-12-06 00:00:00,10.0,5086
2657,"Ericsson, Inc.",Plano,2002-10-11 00:00:00,2002-10-10 00:00:00,1.0,5090
2658,"First International Computer of Texas, Inc.",Austin,2002-10-11 00:00:00,2002-12-13 00:00:00,100.0,5088
2659,Radisson Astrodome Hotel & Conference Center,Houston,2002-10-11 00:00:00,2002-10-21 00:00:00,517.0,5095
2660,CSC Technology Management Group,Ft. Worth,2002-10-14 00:00:00,2002-11-04 00:00:00,256.0,5093
2661,Getronics Government Solutions,Dallas,2002-10-02 00:00:00,2002-11-30 00:00:00,21.0,5102
2662,Getronics Government Solutions - Del Rio,Del Rio,2002-10-02 00:00:00,2002-11-30 00:00:00,4.0,5103
2663,Getronics Government Solutions - San Antonio,San Antonio,2002-10-02 00:00:00,2002-11-30 00:00:00,4.0,5112
2664,Getronics Government Solutions - Laredo,Laredo,2002-10-02 00:00:00,2002-11-30 00:00:00,2.0,5109
2665,American Express Corporate Services,Houston,2002-10-15 00:00:00,2002-12-15 00:00:00,99.0,5100
2666,Getronics Government Solutions - Midland,Midland,2002-10-02 00:00:00,2002-11-30 00:00:00,1.0,5117
2667,Getronics Government Solutions - El Paso,El Paso,2002-10-02 00:00:00,2002-11-30 00:00:00,18.0,5105
2668,Getronics Government Solutions - Houston,Houston,2002-10-02 00:00:00,2002-11-30 00:00:00,1.0,5101
2669,Getronics Government Solutions - Harlingen,Harlingen,2002-10-02 00:00:00,2002-11-30 00:00:00,4.0,5107
2670,Getronics Government Solutions - McAllen,McAllen,2002-10-02 00:00:00,2002-11-30 00:00:00,3.0,5111
2671,Getronics Government Solutions - Kingsville,Kingsville,2002-10-02 00:00:00,2002-11-30 00:00:00,1.0,5118
2672,Aegis Communications Group - Arlington,Arlington,2002-10-07 00:00:00,2002-10-31 00:00:00,150.0,5120
2673,VF Jeanswear - El Paso,El Paso,2002-10-17 00:00:00,2003-04-26 00:00:00,774.0,5124
2674,VF Jeanswear,El Paso,2002-10-17 00:00:00,2002-12-16 00:00:00,426.0,5123
2675,Dynegy Midstream Services,Houston,2002-10-18 00:00:00,2002-10-21 00:00:00,602.0,5127
2676,"Ericsson, Inc. - Plano2",Plano,2002-10-24 00:00:00,2002-12-31 00:00:00,5.0,5132
2677,Travelers Property Casualty - Irving,Irving,2002-10-24 00:00:00,2003-07-31 00:00:00,90.0,5133
2678,Life Investors Insurance Company of America,Hurst,2002-10-24 00:00:00,2002-12-27 00:00:00,23.0,5135
2679,"Nucentrix Broadband Networks, Inc.",Denison,2002-10-28 00:00:00,2002-12-31 00:00:00,76.0,5139
2680,"Mansfield Plumbing Products, Inc.",Kilgore,2002-10-21 00:00:00,2002-11-01 00:00:00,244.0,5140
2681,Columbia Gulf Transmission,Houston,2002-10-30 00:00:00,2002-12-31 00:00:00,102.0,5141
2682,Berry Plastics Corporation - Ft. Worth,Ft. Worth,2002-10-30 00:00:00,2002-12-29 00:00:00,66.0,5142
2683,Trend Western Tehnical Corporation,Sheppard AFB,2002-11-01 00:00:00,2003-03-18 00:00:00,96.0,5145
2684,"Degussa Engineered Carbons, LP",Baytown,2002-11-01 00:00:00,2002-12-31 00:00:00,51.0,5144
2685,Technical Furniture Group,Lockhart,2002-10-31 00:00:00,2003-01-31 00:00:00,60.0,5146
2686,"Applied Materials, Inc. - Austin",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5156
2687,"Applied Materials, Inc. - Austin5",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5155
2688,"Applied Materials, Inc. - Austin8",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5160
2689,"Applied Materials, Inc. - Austin10",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5162
2690,"Applied Materials, Inc. - Austin3",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,32.0,5153
2691,"Applied Materials, Inc. - Austin2",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5159
2692,Applied Materials-Addeco-SVO,Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,48.0,5152
2693,"Applied Materials, Inc. - Austin9",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5161
2694,"Applied Materials, Inc. - Austin6",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5157
2695,"Applied Materials, Inc. - Austin7",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5158
2696,"Applied Materials, Inc. - Austin4",Austin,2002-11-05 00:00:00,2003-01-05 00:00:00,15.0,5154
2697,Corning Cable Systems LLC,Keller,2002-11-12 00:00:00,2003-02-12 00:00:00,97.0,5180
2698,"Penske Logistics, Inc.",El Paso,2002-11-13 00:00:00,2003-01-12 00:00:00,55.0,5183
2699,"Motorola, Inc. - Ft. Worth",Ft. Worth,2002-11-14 00:00:00,2003-01-24 00:00:00,60.0,5185
2700,"Penske Logistics, Inc.-Dallas",Dallas,2002-11-11 00:00:00,2003-01-15 00:00:00,63.0,5194
2701,D&D Farm & Ranch-Hockley,Hockley,2002-11-12 00:00:00,2003-03-02 00:00:00,76.0,5192
2702,D&D Farm & Ranch,Denton,2002-11-12 00:00:00,2002-12-03 00:00:00,9.0,5191
2703,Life Investors Insurance Company of America,Hurst,2002-11-14 00:00:00,2003-01-17 00:00:00,2.0,5193
2704,National Refractories & Minerals,Houston,2002-11-13 00:00:00,2003-01-15 00:00:00,2.0,5197
2705,Thomas & Betts Corporation,Houston,2002-11-15 00:00:00,2003-01-15 00:00:00,82.0,5190
2706,"Alcatel USA, Inc. - Plano",Plano,2002-11-19 00:00:00,2003-01-22 00:00:00,642.0,5206
2707,Lucent Technologies - Dallas,Dallas,2002-11-19 00:00:00,2003-01-19 00:00:00,7.0,5203
2708,"Ericsson, Inc.",Plano,2002-11-22 00:00:00,2003-01-30 00:00:00,81.0,5212
2709,"Ericsson, Inc. - Richardson3",Richardson,2002-11-22 00:00:00,2003-01-30 00:00:00,2.0,5213
2710,Mrs. Baird Bakeries - Dallas,Dallas,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5222
2711,Mrs. Baird Bakeries - Lewisville,Lewisville,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5225
2712,Mrs. Baird Bakeries - Plano,Plano,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5224
2713,Mrs. Baird Bakeries - Dallas2,Dallas,2002-11-19 00:00:00,2003-02-13 00:00:00,8.0,5221
2714,Ryder Logistics & Transportation,Laredo,2002-11-26 00:00:00,2002-11-30 00:00:00,190.0,5219
2715,Mrs. Baird Bakeries - Wautauga,Watauga,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5226
2716,Mrs. Baird Bakeries -Alvarado,Alvarado,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5223
2717,Mrs. Baird Bakeries - Ft. Worth,Ft. Worth,2002-11-19 00:00:00,2003-02-13 00:00:00,7.0,5227
2718,Ryder Logistics & Transportation - Roanoke,Roanoke,2002-12-02 00:00:00,2003-02-01 00:00:00,100.0,5233
2719,"TOSOH Quartz, Inc.",Austin,2002-12-02 00:00:00,2002-12-30 00:00:00,53.0,5232
2720,Imperial Sugar Company,Sugar Land,2002-12-03 00:00:00,2002-12-20 00:00:00,300.0,5236
2721,Service Corporation International,Houston,2002-12-02 00:00:00,2003-01-31 00:00:00,177.0,5235
2722,Imperial Sugar Company - Galveston,Galveston,2002-12-03 00:00:00,2002-12-13 00:00:00,4.0,5237
2723,"Ericsson, Inc. - Richardson10",Richardson,2002-12-03 00:00:00,2003-02-01 00:00:00,5.0,5238
2724,American Airlines - Dallas,Dallas,2002-12-03 00:00:00,2003-01-18 00:00:00,415.0,5234
2725,Valeo Alliance,Fort Worth,2002-12-04 00:00:00,2002-12-09 00:00:00,63.0,5244
2726,3M Company-Austin,Austin,2002-12-04 00:00:00,2002-12-04 00:00:00,180.0,5243
2727,"Ashford.com, Inc.-Houston",Houston,2002-12-06 00:00:00,2003-01-03 00:00:00,64.0,5246
2728,DeLong Sportswear,Quanah,2002-12-02 00:00:00,2003-02-21 00:00:00,64.0,5245
2729,Northern Natural Gas - Houston,Houston,2002-11-27 00:00:00,2003-01-31 00:00:00,163.0,5253
2730,Advanced Micro Devices (AMD),Austin,2002-11-20 00:00:00,2003-01-12 00:00:00,750.0,5255
2731,Harbor Island  Facility,Aransas Pass,2002-12-02 00:00:00,2003-02-03 00:00:00,146.0,5251
2732,UBS Warburg Energy LLC,Houston,2002-12-09 00:00:00,2003-02-10 00:00:00,304.0,5254
2733,Owens Corning Fabricating Solutions,Waco,2002-10-14 00:00:00,2002-12-13 00:00:00,65.0,5256
2734,"Alterman Transport Lines, Inc.",Dallas,2002-12-04 00:00:00,2003-02-03 00:00:00,75.0,5270
2735,Fragrance Impressions Corporation,Pleasanton,2002-12-10 00:00:00,2002-12-06 00:00:00,147.0,5257
2736,Sonoco - Denison,Denison,2002-12-08 00:00:00,2002-03-01 00:00:00,44.0,5276
2737,SM&P Utility Resources,Arlington,2002-12-11 00:00:00,2002-12-20 00:00:00,101.0,5279
2738,"WorldCom, Inc. - Sugarland",Sugar Land,2002-12-06 00:00:00,2003-03-06 00:00:00,100.0,5283
2739,"Ericsson, Inc.",Plano,2002-12-16 00:00:00,2003-01-16 00:00:00,1.0,5294
2740,Zimmerman Sign Company,Longview,2002-12-04 00:00:00,2003-02-14 00:00:00,139.0,5292
2741,Donohue Industries Inc. Sheldon Division,Houston,2002-12-10 00:00:00,2003-02-01 00:00:00,275.0,5291
2742,"Ericsson, Inc. - Richardson",Richardson,2002-12-11 00:00:00,2003-02-27 00:00:00,23.0,5295
2743,Staktek Group LP,Austin,2002-12-13 00:00:00,2003-05-31 00:00:00,108.0,5293
2744,CMS Energy Oil and Gas,Houston,2002-12-13 00:00:00,2003-02-11 00:00:00,100.0,5290
2745,"LTD Direct Marketing, Inc.",Denison,2002-12-18 00:00:00,2003-01-31 00:00:00,256.0,5304
