,company_name,location,notice_date,layoff_date,employees_affected,Formal Name,City,State,Zip
234,LTD Commodities LLC,1000 Bilter Rd. ,4/10/2023,,234,,Aurora,IL,60502
235,Walmart Inc.,8331 S Stewart Ave ,4/28/2023,,24,"WALMART, WALMART SUPERCENTER #5781",Chicago,IL,60620-1728
236,Walmart Inc.,4720 S Cottage Grove Ave ,4/14/2023,,132,Walmart,Chicago,IL,60615-1612
237,Walmart Inc.,2844 N Broadway St ,4/14/2023,,83,Walmart,Chicago,IL,60657-6017
238,Walmart Inc.,2551 W Cermak Rd ,4/17/2023,,110,Walmart,Chicago,IL,60608-3719
239,"Compass Group USA, Inc.",10701 S. Kilpatrick Ave. ,4/11/2023,,50,Chartwells - Oak Lawn,Oak Lawn,IL,60453
240,"CJ Logistics America, LLC",21705 W. Mississippi Street ,4/11/2023,,82,,Elwood,IL,60421
241,"Newell Brands, Inc.",29 E. Stephenson Street ,4/14/2023,,75,,Freeport,IL,31032
242,"University Rehabilitation Center of C-U, LLC",500 Art Bartell Rd ,5/31/2023,,114,,Urbana,IL,61802-2888
243,Elior North America,1700 Jerome Lane ,4/27/2023,,28,K12 by Elior,Cahokia,IL,62206
244,K-12 by Elior,310 Seminary ,5/1/2023,,44,,Aurora,IL,60505-4768
245,"Parsec, Inc.",27236 S Elwood International Port Rd ,5/2/2023,,434,,Elwood,IL,60421-9226
246,"Makita U.S.A., Inc.",1450 Feehanville Dr ,5/2/2023,,26,,Mount Prospect,IL,60056-6025
247,ProMedica Health System,715 W. Central Rd. ,5/2/2023,,74,"ProMedica Employment Services, LLC",Arlington Heights,IL,60005
248,Westrock,4221 N Normandy Ave ,5/3/2023,,48,Chicago Paper Tube,Chicago,IL,60634-1402
249,King Solutions Inc,214 S Pinnacle Dr ,5/4/2023,,25,,Romeoville,IL,60446-4602
250,Packaging Corporation of America,5200 W Roosevelt Road ,5/5/2023,,30,,Chicago,IL,60644
251,The Hope Learning Academy Chicago,1628 West Washington Blvd. ,5/12/2023,,53,,Chicago,IL,60612
252,"Enlivant ES, LLC","330 N. Wabash, Ste. 3700 ",5/16/2023,,284,,Chicago,IL,60611
253,St. Margaret's Health-Spring Valley,600 E 1ST St ,6/27/2023,,671,St Margaret's Health,Spring Valley,IL,61362-1512
254,Pitney Bowes Inc.,"2001 Arthur Ave., Suite B ",5/18/2023,,73,Pitney Bowes,Elk Grove Village,IL,60007-6024
255,Walgreens,108 Wilmot Rd ,5/23/2023,,431,,Deerfield,IL,60015-5145
256,Walgreens,433 W. Van Buren Street ,5/23/2023,,73,,Chicago,IL,60607
257,Tyson Foods,3250 Lacey Road ,5/26/2023,,51,,Downers Grove,IL,60515
258,Tyson Foods,400 S Jefferson St ,5/26/2023,,177,Tyson,Chicago,IL,60607-3822
259,Cornerstone Building Brands,16801 Exchange Ave. ,6/6/2023,,274,"Silver Line Building Products/Cornerstone Building Brands Services, Inc.",Lansing,IL,60438
260,United States Air Force,IL Statewide Event ,6/1/2023,,1,,Springfield,IL,62701-3512
261,"Matthew Warren, Inc.",9505 Winona Ave ,6/14/2023,,44,,Schiller Park,IL,60176-1024
262,"Autism Home Support Services, LLC",85 Revere Drive ,6/20/2023,,76,,Northbrook,IL,60062-8001
263,"Autism Home Support Services, LLC","3385 N. Arlington Heights Rd., Suite K ",6/20/2023,,26,,Arlington Heights,IL,60004
264,"Autism Home Support Services, LLC","2323 Naperville Rd., Suite 265 ",6/20/2023,,33,,Naperville,IL,60563
265,"Autism Home Support Services, LLC",1035 E. Woodfield Rd. ,6/20/2023,,70,,Schaumburg,IL,60173
266,"Autism Home Support Services, LLC",2762 N. Lincoln Ave. ,6/20/2023,,40,,Chicago,IL,60614
267,AT&T Corp.,320 Fulton St ,7/10/2023,,34,AT&T,Peoria,IL,61602-1410
268,Chicago Marriott Suites Downers Grove,1500 Opus Place ,6/28/2023,,57,,Downers Grove,IL,60515
269,"Aramark Campus, LLC",1817 West 80th Street ,6/26/2023,,75,Aramark at Chicago International Charter Schools,Chicago,IL,60620
270,Walgreens,28 Gateway Commerce Center Dr W ,6/29/2023,,393,,Edwardsville,IL,62025-2894
271,Swissport Fueling,Chicago Midway International Airport 5700 S. Cicero Ave.,7/5/2023,,66,,Chicago,IL,60638
272,Zurn Elkay Water Solutions,9223 King Street ,7/6/2023,,100,,Franklin Park,IL,60131
273,"Christian Horizons Living, LLC at The Christian Village",1507 7th Street ,7/12/2023,,101,,Lincoln,IL,62656
274,"Dabir Surfaces, Inc.",7447 W Wilson Ave. ,7/17/2023,,28,,Harwood Heights,IL,60706-4548
275,Pfizer Inc.,275 N Field Dr ,7/25/2023,,69,Wyeth,Lake Forest,IL,60045-2579
276,Yellow Corporation,501 Commerce Street Suite 1120,"8/21/2023, 8/2/2023",,3000,,Nashville,TN,37209
277,Federal Express Corporation,507 N 5TH St ,8/4/2023,,32,"FedEx, Fedex Ship Center",Marion,IL,62959-4716
278,"Radial, Inc.",715 Theodore Ct ,"10/2/2023, 8/8/2023",,42,,Romeoville,IL,60446-1460
279,Memorial Health System,701 N 1ST St ,8/8/2023,,500,,Springfield,IL,62781-0002
280,"Savor, Inc. (at McCormick Place)",301 E. Cermak Road ,8/9/2023,,951,,Chicago,IL,60616
281,CVS Health,2100 E. Lake Cook Road ,8/18/2023,,161,,Buffalo Grove,IL,60089
282,CVS Health,333 W. Wacker Drive ,8/18/2023,,68,,Chicago,IL,60606
283,CVS Health,3200 Highland Ave. ,"10/30/2023, 8/18/2023",,17,,Downers Grove,IL,60515
284,CVS Health,3100 Sanders Road ,8/18/2023,,65,,Northbrook,IL,60062
285,"AGB Investigative Services, Incorporated",7545 S Western Ave ,8/21/2023,,56,,Chicago,IL,60620-5817
286,Clearwave Fiber,610 Fourth Street ,8/23/2023,,38,,Eldorado,IL,62930
287,"CJ Logistics America, LLC",24101 S. Bradley St. ,8/30/2023,,79,,Channahon,IL,60410
288,Providence Life Services,2681 Route 394 ,8/30/2023,,82,Village Woods Senior Living Community,Crete,IL,60417
289,"Berry Global, Inc.",1008 Courtaulds Dr ,8/30/2023,,82,,Woodstock,IL,60098-7390
290,"Menasha Packaging Company, LLC",9 Gateway Commerce Center Dr E ,8/31/2023,,66,,Edwardsville,IL,62025-2810
291,"Menasha Packaging Company, LLC",456 International Parkway ,8/31/2023,,26,,Minooka,IL,60447
292,"Menasha Packaging Company, LLC",11601 S Central Ave ,8/31/2023,,51,Menasha,Alsip,IL,60803-3420
293,"Menasha Packaging Company, LLC",4545 W Palmer St ,9/11/2023,,128,"MENASHA, CHICAGO MANUFACTURING FACILITY",Chicago,IL,60639-3421
294,United States Steel Corp,1951 State St ,9/18/2023,,350,Granite City Works,Granite City,IL,62040-4622
295,Deere & Company,1100 13TH Ave ,9/21/2023,,224,John Deere Harvester,East Moline,IL,61244-1455
296,"T-Mobile USA, Inc.",1400 Opus Place ,9/20/2023,,57,,Downers Grove,IL,60515
297,"Volition Games, LLC",1 E. Main Street ,9/20/2023,,183,,Champaign,IL,61820
298,WestRock Company,9540 S Dorchester Ave ,9/28/2023,,73,,Chicago,IL,60628-1721
299,"Sodexo, Inc. (at Lake Forest Academy)",1500 W Kennedy Rd ,9/29/2023,,43,,Lake Forest,IL,60045-1047
300,Heartland Alliance,"208 S. LaSalle Street, Suite 1300 ",9/29/2023,,48,,Chicago,IL,60604
301,"MV Transportation, Inc.",6230 W Gross Point Rd ,9/29/2023,,90,,Niles,IL,60714-3914
302,Silgan Containers Manufacturing Corporation,324 W Main St ,10/2/2023,,70,,Hoopeston,IL,60942-1130
303,Signature Room,875 N Michigan Ave. ,10/3/2023,,170,,Chicago,IL,60611
304,"Mars Wrigley Confectionery US, LLC",2019 N Oak Park Ave ,10/9/2023,,282,Mars Wrigley,Chicago,IL,60707-3360
305,PARTY CITY CORPORATION,2727 W Diehl Rd ,10/13/2023,,67,Party City,Naperville,IL,60563-8720
306,"Flex-N-Gate Effingham, LLC",2701 S Banker St ,10/12/2023,,400,"GUARDIAN WEST, FLEX-N-GATE COVINGTON",Effingham,IL,62401-2945
307,"Camping World, Inc.",2480 Blue Heron Drive ,10/17/2023,,25,"Camping World, Good Sam",Marion,IL,62959
308,"WIELAND ROLLED PRODUCTS NORTH AMERICA, LLC",305 Lewis AND Clark Blvd ,10/19/2023,,100,Olin Brass,East Alton,IL,62024-1177
309,"Becton, Dickinson and Company",75 N. Fairway Drive ,10/17/2023,,72,,Vernon Hills,IL,60061
310,VRC Engineered Solutions,3800 Wesley Terrace ,10/23/2023,,111,,Schiller Park,IL,60176
311,Pekin Insurance,2505 Court St ,10/24/2023,,85,,Pekin,IL,61558-0002
312,QUAD/GRAPHICS INC.,420 Industrial Ave. 1200 W. Niccum Ave.,10/25/2023,,345,Quad,Effingham,IL,62401-2834
313,Heartland Alliance Health,4750 N. Sheridan Rd./1015 W. Lawrence Ave. ,10/28/2023,,40,,Chicago,IL,60640
314,Aspire Bakeries LLC,111 Northwest Ave. ,10/27/2023,,243,,Northlake,IL,60164
315,"AMES DEPARTMENT STORES, INC.",2418 MAIN STREET ,12/5/1988,,290,"AMES DEPARTMENT STORES, INC.-STORE #2348",ROCKY HILL,CT,06067-0801
316,ALLSTATE,ALLSTATE PLAZA SOUTH ,12/16/1988,,260,ALLSTATE INSURANCE COMPANY'S (SUBROGATIO,NORTHBROOK,IL,60062
317,ALLSTATE,ALLSTATE PLAZA SOUTH ,6/11/2004,,150,ALLSTATE INSURANCE COMPANY'S (SUBROGATIO,NORTHBROOK,IL,60062
318,"USG INTERIORS, INC","1105 STEVENSON CT, SUITE 103-E ",12/22/1988,,32,"USG INTERIORS, INC",ROSELLE,IL,60172-4385
319,CARBIDE INTERNATIONAL,5740 NORTH TRIPP AVENUE ,1/9/1989,,110,CARBIDE INTERNATIONAL,CHICAGO,IL,60646
320,CARBIDE INTERNATIONAL,5740 NORTH TRIPP AVENUE ,7/24/1992,,148,CARBIDE INTERNATIONAL,CHICAGO,IL,60646
321,ILLINI FEDERAL SAVINGS AND LOAN ASSOCIATION,15 EXECUTIVE DRIVE ,10/12/1989,,65,ILLINI FEDERAL SAVINGS AND LOAN ASSOCIAT,FAIRVIEW HEIGHTS,IL,62208
322,JENNISON-WRIGHT CORPORATION,900 WEST 22ND STREET ,11/14/1989,,50,JENNISON-WRIGHT CORPORATION,GRANITE CITY,IL,62040
323,Rheem Manufacturing Company,7600 S Kedzie Ave ,9/18/1989,,480,RHEEM MANUFACTURING COMPANY-WATER HEATER,Chicago,IL,60652
324,PROCTER AND GAMBLE MANUFACTURING COMPANY,1232 WEST NORTH AVENUE ,8/28/1989,,278,PROCTER AND GAMBLE MANUFACTURING COMPANY,CHICAGO,IL,60622
325,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",4/19/1993,,51,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
326,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",3/26/2003,,68,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
327,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",7/19/1989,,292,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
328,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",5/6/2002,,254,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
329,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",4/15/2000,,106,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
330,CONSOLIDATION COAL/REND LAKE MINE,"ROUTE 148 NORTH, BOX 566 ",8/7/2001,,173,CONSOLIDATION COAL COMPANY,SESSER,IL,62884
331,OLD BEN COAL COMPANY - MINE #21,500 NORTH DUQUOIN STREET ,10/10/1989,,75,OLD BEN COAL COMPANY - MINE #21,BENTON,IL,62812-0659
332,STEWART-WARNER INSTRUMENT CORPORATION,1826 WEST DIVERSEY PARKWAY ,12/11/1989,,500,STEWART-WARNER INSTRUMENT CORPORATION,CHICAGO,IL,60614
333,PEABODY COAL COMPANY,ROUTE TWO       PO BOX 20 ,10/18/1989,,304,RIVER KING UNDERGROUND MINE,FREEBURG,IL,62243
334,"MIDWEST FOLDING CARTON, INC.",7000 NORTH MANNHEIM ROAD ,10/19/1989,,155,"MIDWEST FOLDING CARTON, INC.",ROSEMONT,IL,60018
335,HYGRADE FOOD PRODUCTS CORPORATION,820 WEST FULTON STREET ,11/6/1989,,129,HYGRADE FOOD PRODUCTS CORPORATION,CHICAGO,IL,60607
336,Lincoln Meat Company Inc,3800 S Halsted St 08 ,7/17/1989,,83,LINCOLN MEAT COMPANY,Chicago,IL,60609-1611
337,LOUIS ZAHN DRUG COMPANY,1930 GEORGE STREET ,6/12/1989,,199,ZAHN DRUG COMPANY,MELROSE PARK,IL,60160
338,GRINNEL CORPORATION,9325 KING STREET ,9/11/1989,,152,GRINNEL CORPORATION,FRANKLIN PARK,IL,60131
339,TRASE MILLER TELESERVICES/DISCOVERY ZONE,17W642 BUTTERFIELD ROAD ,7/1/1999,,62,DISCOVERY ZONE,OAKBROOK TERRACE,IL,60181
340,ETHYL PRODUCTS COMPANY,3217 NORTH KILPATRICK AVENUE ,7/3/1989,,105,TREDEGAR MOLDED PRODUCTS,CHICAGO,IL,60641
341,GALVA FOUNDRY COMPANY,102 SW 6TH AVENUE ,10/1/1991,,77,GALVA FOUNDRY COMPANY,GALVA,IL,61434
342,OLD KENT FINANCIAL COPR,1144 LAKE STREET ,7/6/1999,,55,OLD KENT LEASING,OAK PARK,IL,60301
343,PDM STRUCTURAL GROUP,1600 N 25TH AVENUE ,9/19/1989,,69,"PITT-DESMOINES, INC.",MELROSE PARK,IL,60160
344,BLACK DOT GRAPHICS,6115 & 6040 W FULLERTON ,7/3/1989,,56,BLACK DOT GRAPHICS,CHICAGO,IL,60639
345,GLYNN-JOHNSON,4422 NORTH RAVENSWOOD AVE ,9/22/1989,,89,GLYNN-JOHNSON,CHICAGO,IL,60640
346,"TOWER AUTOMOTIVE, INC.",5940 FALCON ROAD ,7/9/1999,,315,"TOWER AUTOMOTIVE, INC.",ROCKFORD,IL,61109
347,WAGON WHEEL RESTAURANT AND RESORT,ROUTE 75 ,5/26/1989,,120,WAGON WHEEL RESTAURANT AND RESORT,ROCKTON,IL,61072
348,MSL STAMPING DIVISION,CONNELL ST & MOEN AVENUE ,2/14/1989,,96,MSL STAMPING DIVISION,JOLIET,IL,60436
349,World Book Inc,510 Merchandise Mart Plaza ,6/1/1989,,124,"WORLD BOOK, INC.",Chicago,IL,60654
350,TAYLORVILLE UNDERWRITING & PRODUCTION,LIBERTY MUTUAL ,7/12/1999,,99,LIBERTY MUTUAL,TAYLORVILLE,IL,62568
351,ROBESON'S DEPARTMENT STORE,125 WEST MAIN ,12/22/1989,,206,ROBESON'S DEPARTMENT STORE,CHAMPAIGN,IL,61820
352,"DUCKWALL-ALCO STORES, INC.",401 COTTAGE STREET ,5/10/1989,,210,"DUCKWALL-ALCO STORES, INC.",ABILENE,KS,67410
353,"CANNON BALL INDUSTRIES, INC.",300 WEST FRONT STREET ,10/10/1989,,141,"CANNON BALL INDUSTRIES, INC.",HARVARD,IL,60033
354,BESLY PRODUCTS CORPORATION,100 DEARBORN AVENUE ,8/7/1989,,49,BESLY PRODUCTS CORPORATION,SOUTH BELOIT,IL,61080
355,N. W. AYERS INCORPORATED,111 EAST WACKER DRIVE ,9/21/1989,,51,N. W. AYERS INCORPORATED,CHICAGO,IL,60601
356,"BLODGETT OVEN COMPANY, INC.",245 SIDNEY COURT ,2/22/1989,,32,"BLODGETT OVEN COMPANY, INC.",VILLA PARK,IL,60181
357,Dynaflex Division of Cartex Corporation,410 Factory Road ,4/28/1989,,81,Cartex,Addison,IL,60101
358,Dynaflex Division of Cartex Corporation,410 Factory Road ,5/2/1991,,102,Cartex,Addison,IL,60101
359,Dynaflex Division of Cartex Corporation,410 Factory Road ,11/6/2007,,75,Cartex,Addison,IL,60101
360,DUPONT CRITICAL CARE,1600 WAUKEGAN ROAD ,4/3/1989,,94,DUPONT CRITICAL CARE,WAUKEGAN,IL,60085
361,DATA DIMENSIONS CORPORATION,PO BOX 1465       MIDLAND ROAD ,8/7/1989,,15,DATA DIMENSIONS CORPORATION,JANESVILLE,WI,53547
362,"CHARLES SCHWAB COMPANY, INC.",ONE FINANCIAL PLACE ,4/18/1989,,87,"CHARLES SCHWAB COMPANY, INC.",CHICAGO,IL,60605
363,DESOTO INC.,1700 SOUTH MOUNT PROSPECT ROAD ,10/30/1989,,137,DESOTO INC.,DES PLAINES,IL,60018
364,EASTERN AIRLINES INC.,BLDG 16    MIAMI INT'L AIRPORT ,2/22/1989,,0,EASTERN AIRLINES INC.,MIAMI,FL,33122
365,ELECTRONIC DATA SYSTEMS CORPORATION,1410 14 MILE ROAD ,1/23/1989,,40,ELECTRONIC DATA SYSTEMS CORPORATION,MADISON HGTS,MI,48071
366,EVERCO - A MOOG AUTOMOTIVE COMPANY,8324 NORTH SKOKIE BLVD ,3/28/1989,,54,MOOG AUTOMOTIVE,SKOKIE,IL,60077
367,"EKCO-GLACO, INC.",1949 NORTH CICERO AVENUE ,2/3/1989,,200,"EKCO-GLACO, INC.",CHICAGO,IL,60639
368,"PORTEC, INC.",4500 WESTERN AVENUE ,4/20/1989,,55,"PORTEC, INC.",LISLE,IL,60532
369,"E. WALTERS AND COMPANY, INC.",333 NORTH KING STREET ,6/30/1989,,120,"WALTERS AND COMPANY, INC.",ELK GROVE VILLGE,IL,60007
370,GANTON TECHNOLOGIES INC.,217 FAY AVENUE ,12/26/1989,,85,GANTON TECHNOLOGIES INC.,ADDISON,IL,60101
371,"EVERLOCK FASTENING SYSTEMS, INC.",1640 WEST HUBBARD ,3/28/1989,,140,"EVERLOCK FASTENING SYSTEMS, INC.",CHICAGO,IL,60622
372,CENTRAL LIFE ASSURANCE COMPANY,700 DEERPATH ROAD ,2/22/1989,,151,CENTRAL LIFE ASSURANCE COMPANY,VERNON HILLS,IL,60061
373,TELEACTION CORPORATION,1750 EAST GOLF ROAD ,4/14/1989,,164,TELEACTION CORPORATION,SCHAUMBURG,IL,60173
374,Associates Commercial Corporation,150 N MICHIGAN AVENUE ,5/3/1989,,150,ASSOCIATES COMMERCIAL CORPORATION,CHICAGO,IL,60601
375,National Material Limited Partnership,S 14TH AV ,7/20/1989,,51,INTERLAKE MATERIAL HANDLING DIVISION,Mendota,IL,61342
376,GENERAL MOTORS CORPORATION-BUICK/OLDSMOBILE/CADILLAC GROUP,79TH ST & WILLOW SPRINGS RD ,5/9/1989,,1180,GM - BUICK/OLDSMOBILE/CADILLAC,WILLOW SPRINGS,IL,60480
377,"NORTHERN TELECOM, INC./COOK DIVISION",6201 OAKTON STREET ,3/6/1989,,66,"NORTHERN TELECOM, INC./COOK DIVISION",MORTON GROVE,IL,60053
378,"NORTHERN TELECOM, INC./COOK DIVISION",6201 OAKTON STREET ,10/16/1990,,75,"NORTHERN TELECOM, INC./COOK DIVISION",MORTON GROVE,IL,60053
379,"NORTHERN TELECOM, INC./COOK DIVISION",6201 OAKTON STREET ,1/10/1995,,50,"NORTHERN TELECOM, INC./COOK DIVISION",MORTON GROVE,IL,60053
380,"NORTHERN TELECOM, INC./COOK DIVISION",6201 OAKTON STREET ,5/27/1992,,255,"NORTHERN TELECOM, INC./COOK DIVISION",MORTON GROVE,IL,60053
381,CHF INDUSTRIES,2141 SOUTH JEFFERSON ,5/3/1989,,125,CHF INDUSTRIES,CHICAGO,IL,60616
382,UNIVERSAL FOODS CORP.-LORRAINE CHEESE,751 NORTH JACKSON ,6/1/1989,,58,UNIVERSAL FOODS CORP.-LORRAINE CHEESE,QUINCY,IL,62301
383,Marathon Oil Company,S Eaton St ,6/29/1994,,72,MARATHON OIL COMPANY,Robinson,IL,62454
384,Marathon Oil Company,S Eaton St ,2/22/1989,,71,MARATHON OIL COMPANY,Robinson,IL,62454
385,AMERICAN AMBASSADOR CASUALTY COMPANY,900 SKOKIE BLVD ,6/9/1989,,40,AMERICAN AMBASSADOR CASUALTY COMPANY,NORTHBROOK,IL,60062
386,AdvanceTransformers,2915 N WESTERN AVENUE ,2/14/1997,,0,ADVANCE TRANSFORMERS,CHICAGO,IL,60018
387,AdvanceTransformers,2915 N WESTERN AVENUE ,7/27/1989,,220,ADVANCE TRANSFORMERS,CHICAGO,IL,60018
388,Spring Illinois Coil Company Inc,1415 Industrial Dr ,9/5/1989,,102,ILLINOIS COIL SPRING COMPANY,McHenry,IL,60050-3850
389,THOMPSON MCKINNON SECURITIES,440 SOUTH LASALLE   SUITE 2500 ,8/4/1989,,110,THOMPSON MCKINNON SECURITIES,CHICAGO,IL,60605
390,WALKER PROCESS CORPORATION,840 NORTH RUSSELL AVENUE ,7/27/1989,,47,WALKER PROCESS CORPORATION,AURORA,IL,60506
391,AMERICA'S MORTGAGE SERVICE COMPANY,2900 OGDEN AVENUE ,9/12/1989,,148,AMERICA'S MORTGAGE SERVICE COMPANY,LISLE,IL,60532
392,EAGLE-PICHER AUTOMOTIVE GROUP,RT 133 WEST ,9/6/1989,,36,OHIO RUBBER,PARIS,IL,61944
393,"NATICO, INC.",6700 SOUTH LECLAIRE AVENUE ,6/26/1989,,149,"NATICO, INC.",CHICAGO,IL,60638
394,GFC BRIDGEVIEW,7401 SOUTH 78TH AVENUE ,7/14/1999,,170,GFC BRIDGEVIEW,BRIDGEVIEW,IL,60455
395,"Courtyard By Chicago, Marriott",1311 American Ln ,11/27/1989,,10,COURTYARD BY MARRIOTT,Schaumburg,IL,60173-4900
396,"PPG INDUSTRIES, INC.",1119 NORTH KICKAPOO STREET ,4/21/1989,,149,"PPG INDUSTRIES, INC.",LINCOLN,IL,62656
397,WASHINGTON NATIONAL INSURANCE COMPANY,1630 CHICAGO AVENUE ,11/10/1989,,80,WASHINGTON NATIONAL INSURANCE COMPANY,EVANSTON,IL,60201
398,WALGREEN LABORATORIES,7201 SOUTH LEAMINGTON ,7/12/1989,,81,WALGREEN LABORATORIES,BEDFORD PARK,IL,60638
399,AT&T - CENTRALIA TSPS,210 NORTH LOCUST ,10/30/1989,,59,AT&T - CENTRALIA TSPS,CENTRALIA,IL,62801
400,BOHN HEAT TRANSFER,RT 125 ,9/25/1989,,269,WICKES MANUFACTURING COMPANY,BEARDSTOWN,IL,62618
401,Sears Telemarketing,3050 Finley Rd ,8/8/1989,,81,SEARS TELEMARKETING,Downers Grove,IL,60515-1196
402,RELIANCE ELECTRIC / UTILITY PRODUCTS COMPANY,11333 ADDISON STREET ,4/25/1989,,91,RELIANCE ELECTRIC / UTILITY PRODUCTS COM,FRANKLIN PARK,IL,60131
403,CARSON PIRIE SCOTT & COMPANY,36 SOUTH WABASH ,6/13/1989,,475,P. A. BERGNER & CO.,CHICAGO,IL,60603
404,ROSENBERT & LIEBENTRITT P.C.,TWO NORTH RIVERSIDE PLAZA ,7/16/1999,,65,ROSENBERT & LIEBENTRITT P.C.,CHICAGO,IL,60606
405,YMCA OF METROPOLITAN CHICAGO,30 W CHICAGO AVENUE ,9/15/1989,,78,YMCA OF METROPOLITAN CHICAGO,CHICAGO,IL,60610
406,"PLASTICS, INC.",501 NORTH ELIDA ,3/28/1989,,122,"PLASTICS, INC.",WINNEBAGO,IL,61088
407,WEBER-STEPHENS PRODUCTS,200 EAST DANIELS ROAD ,4/21/1989,,200,WEBER-STEPHENS PRODUCTS,PALATINE,IL,60067-6266
408,GROEN/DIVISION OF DOVER INDUSTRIES,1900 PRATT BULD ,7/31/1989,,59,GROEN/DIVISION OF DOVER INDUSTRIES,ELK GROVE VILLGE,IL,60007
409,Y&S Candies Inc Hershey Food,2334 4TH Ave ,5/8/1989,,74,Y & S CANDIES,Moline,IL,61265-1522
410,Wabash Datatech Inc,221 E Main St ,10/24/1989,,132,"WABASH DATATECH, INC.",Huntley,IL,60142
411,APAC CUSTOMER SERVICES,118 NORTH VERMILLION ,7/15/1999,,0,APAC,DANVILLE,IL,61832
412,FMC FOODTECH AGRICULTURAL MACHINERY,103 EAST MAPLE STREET ,4/26/2000,,55,FMC FOODTECH AGRICULTURAL MACHINERY,HOOPESTON,IL,60942
413,SPARTON MANUFACTURING COMPANY,OLD US HWY 50W     PO BOX 399 ,4/17/1989,,121,SPARTON MANUFACTURING COMPANY,FLORA,IL,62839
414,SCOT LAD FOODS,172725 VOLBRECHT RD ,3/27/1989,,209,SCOT LAD FOODS,LANSING,IL,60438
415,MIDLAND COAL (RAPATEE FACILITY),WEST ROUTE 116 ,11/6/1989,,9,RAPATEE FACILITY,FARMINGTON,IL,61531
416,"MCR PRODUCTS, INC.",2324 S KENNETH AVENUE ,11/10/2008,,92,Freeport-McMoRan Chicago Rod Inc.,CHICAGO,IL,60623
417,LUTHERAN GENERAL HOSPITAL - LINCOLN PARK,2035 NORTH LINCOLN AVENUE ,11/22/1989,,714,LUTHERAN GENERAL HOSPITAL - LINCOLN PARK,CHICAGO,IL,60614
418,FAYETTE TUBULAR (SULLIVAN TUBULAR),HIGHWAY 32 SOUTH ,10/30/1989,,200,SULLIVAN TUBULAR,SULLIVAN,IL,61951
419,The Home Insurance Company of Illinois Inc,10 S Riverside Plz FL 5 ,2/22/1989,,63,"HOME INSURANCE COMPANY, THE",Chicago,IL,60606-5500
420,LINCOLN NATIONAL CORPORATION,1333 BUTTERFIELD ROAD ,2/16/1989,,63,LINCOLN NATIONAL CORPORATION,DOWNERS GROVE,IL,60515
421,USS-CHICAGO SERVICE CENTER,208 S LASALLE STREET ,3/6/1989,,79,USS-CHICAGO SERVICE CENTER,CHICAGO,IL,60601
422,"Rogers Group, Inc.",421 Great Circle Rd ,8/10/1989,,83,"ROGERS GROUP, INC. - CEDAR CREEK COAL MI",Nashville,TN,37228-1495
423,SARGENT-WELCH SCIENTIFIC CO./VWR,7400 NORTH LINDEN AVENUE ,8/28/1989,,153,VWR/SARGENT-WELCH,SKOKIE,IL,60076
424,Robert Morris College,College Ave ,12/16/1988,,104,ROBERT MORRIS COLLEGE,Carthage,IL,62321
425,Rockwell International Corporation,2626 WARRENVILLE ROAD ,8/7/1989,,91,ROCKWELL INTERNATIONAL,Downers Grove,IL,60515-1723
426,UNR HOME PRODUCTS,PO BOX 970 ,1/13/1989,,170,UNR HOME PRODUCTS,PARIS,IL,61944
427,AT&T,101 WEST CLARK STREET ,9/18/1989,,48,AT&T-CHAMPAIGN,CHAMPAIGN,IL,61820
428,ST. JOSEPH'S HOSPITAL,915 EAST FIFTH STREET ,4/7/1989,,350,ST. JOSEPH'S HOSPITAL,ALTON,IL,62002
429,BLAZON-FLEXIBLE FLYER,501 S LINE STREET ,11/1/1990,,170,FLEXIBLE FLYER,DU QUOIN,IL,62832
430,PETROLEUM ANALYZER CORP,2777 WASHINGTON BLVD ,7/20/1999,,70,PETROLEUM ANALYZER CORP,BELLWOOD,IL,60104
431,WORLD COLOR PRESS-SALEM,PO BOX 700 ,1/11/1989,,400,WORLD COLOR PRESS-SALEM,SALEM,IL,62881
432,G. E. APPLIANCES,1540 SOUTH 54TH AVENUE ,9/1/1987,,1100,GENERAL ELECTRIC,CICERO,IL,60650-1899
433,HOME CURTAIN CORPORATION,2735 WEST ARMITAGE AVENUE ,1/3/1990,,85,"JERHART,INC.",CHICAGO,IL,60647
434,MAXWELL COMMUNICATION CORPORATION,2900 SOUTH 25TH AVENUE ,1/5/1990,,249,MAXWELL COMMUNICATION CORPORATION,BROADVIEW,IL,60153
435,ALUMINUM MILLS CORPORATION,200 SCHELTER ROAD ,1/10/1990,,120,ALUMINUM MILLS CORPORATION,LINCOLNSHIRE,IL,60069
