,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
6382,Ampine LLC - Timber Products Company,Amador County,04/17/2020,04/20/2020,56,Layoff Temporary
6383,Restec Contractors Inc. at CSU Chico,Butte County,04/08/2020,03/17/2020,8,Layoff Temporary
6384,Neil Jones Food Company,Fresno County,04/08/2020,04/13/2020,96,Layoff Temporary
6385,Center Theatre Group,Los Angeles County,04/08/2020,04/06/2020,101,Layoff Temporary
6386,Kirk Douglas Theatre,Los Angeles County,04/08/2020,04/06/2020,183,Layoff Temporary
6387,"Planet Express, LLC - Planet Hollywood",Los Angeles County,04/16/2020,04/14/2020,37,Layoff Temporary
6388,"Ovations Fanfare, L.P. dba Spectra Food Services and Hospitality",Sacramento County,04/13/2020,04/08/2020,135,Layoff Temporary
6389,Restec Contractors Inc. at P St DGS,Sacramento County,04/08/2020,03/17/2020,7,Layoff Temporary
6390,Restec Contractors Inc. at Facebook 0250 29- 43,San Francisco County,04/08/2020,03/17/2020,6,Layoff Temporary
6391,Restec Contractors Inc. at Gotts Chase Center,San Francisco County,04/08/2020,03/17/2020,1,Layoff Temporary
6392,Restec Contractors Inc. at SFO ITB A&G,San Francisco County,04/08/2020,03/17/2020,1,Layoff Temporary
6393,Restec Contractors Inc. at Uber Mission Bay,San Francisco County,04/08/2020,03/17/2020,2,Layoff Temporary
6394,Restec Contractors Inc. at Synthego,San Mateo County,04/08/2020,03/17/2020,3,Layoff Temporary
6395,Restec Contractors Inc. at ISI Core Shell,Santa Clara County,04/08/2020,03/17/2020,4,Layoff Temporary
6396,Restec Contractors Inc. at Nvidia II,Santa Clara County,04/08/2020,03/17/2020,3,Layoff Temporary
6397,Restec Contractors Inc. at Facebook SUN101 HVAC,Santa Clara County,04/08/2020,03/17/2020,1,Layoff Temporary
6398,"G2 Secure Staff, LLC",Santa Clara County,04/07/2020,03/20/2020,78,Layoff Temporary
6399,"Ovations Fanfare, L.P. dba Spectra Foods Services and Hospitality",Santa Clara County,04/13/2020,04/08/2020,177,Layoff Temporary
6400,Restec Contractors Inc. at Bayview,Santa Clara County,04/08/2020,03/17/2020,4,Layoff Temporary
6401,Restec Contractors Inc. at Caang,Santa Clara County,04/08/2020,03/17/2020,1,Layoff Temporary
6402,"Pleasanton - C2 Educational Systems, Inc.",Alameda County,04/16/2020,04/13/2020,1,Layoff Temporary
6403,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Los Angeles County,04/08/2020,03/31/2020,52,Closure Temporary
6404,Patterson Dental Supply Inc.,Los Angeles County,04/20/2020,05/01/2020,88,Layoff Temporary
6405,"Cerritos - Educational Systems, Inc.",Los Angeles County,04/16/2020,04/16/2020,1,Layoff Temporary
6406,"Brentwood - C2 Educational Systems, Inc.",Los Angeles County,04/16/2020,04/15/2020,1,Layoff Temporary
6407,"Calabasas - C2 Educational Systems, Inc.",Los Angeles County,04/16/2020,04/15/2020,1,Layoff Temporary
6408,"Glendale - Educational Systems, Inc.",Los Angeles County,04/16/2020,04/15/2020,1,Layoff Temporary
6409,"Torrance - C2 Educational Systems, Inc.",Los Angeles County,04/16/2020,04/13/2020,1,Layoff Temporary
6410,"Monrovia - C2 Educational Systems, Inc.",Los Angeles County,04/16/2020,04/13/2020,1,Layoff Temporary
6411,"Mill Valley - Educational Systems, Inc.",Marin County,04/16/2020,04/15/2020,1,Layoff Temporary
6412,"Evolus, Inc.",Orange County,04/16/2020,04/21/2020,101,Layoff Permanent
6413,"Rancho Santa Mararita - C2 Educational Systems, Inc.",Orange County,04/16/2020,04/13/2020,2,Layoff Temporary
6414,"Huntington Beach - C2 Educational Systems, Inc.",Orange County,04/16/2020,04/13/2020,1,Layoff Temporary
6415,"DJI Service, LLC.",Orange County,03/30/2020,03/20/2020,59,Layoff Temporary
6416,"Eastvale - Educational Systems, Inc.",Riverside County,04/16/2020,04/15/2020,1,Layoff Temporary
6417,"TAMCO, Inc.",San Bernardino County,04/17/2020,04/20/2020,68,Layoff Temporary
6418,The Salvation Army,San Diego County,04/17/2020,04/17/2020,177,Layoff Temporary
6419,"Del Mar - Educational Systems, Inc.",San Diego County,04/16/2020,04/15/2020,2,Layoff Temporary
6420,JE Model Management,San Francisco County,04/13/2020,03/25/2020,8,Layoff Temporary
6421,"West Portal - C@ Educational Systems, Inc.",San Francisco County,04/16/2020,04/13/2020,1,Layoff Temporary
6422,Tempo Automation,San Francisco County,04/18/2020,04/24/2020,54,Layoff Unknown at this time
6423,Jordanos,Santa Barbara County,04/13/2020,04/06/2020,141,Layoff Temporary
6424,"Los Altos - C2 Educational Systems, Inc.",Santa Clara County,04/16/2020,04/13/2020,2,Layoff Temporary
6425,"Cupertino - C2 Educational Systems, Inc.",Santa Clara County,04/16/2020,04/16/2020,1,Layoff Temporary
6426,Four Sisters Inns,Sonoma County,04/17/2020,03/20/2020,87,Layoff Temporary
6427,"Hampton Inns Employer LLC dba Hampton Inns and Suites by Hilton-
Rohnert
Park/Sonoma County",Sonoma County,04/13/2020,03/24/2020,9,Layoff Temporary
6428,Aldo US INC,Ventura County,04/06/2020,03/16/2020,18,Layoff Temporary
6429,"Westlake Village - C2 Educational Systems, Inc.",Ventura County,04/16/2020,04/13/2020,1,Layoff Temporary
6430,Weatherford BMW,Alameda County,04/09/2020,03/18/2020,64,Layoff Temporary
6431,Adventist Health Bakersfield,Kern County,04/10/2020,06/08/2020,12,Layoff Permanent
6432,Montys & Friends LLC,Los Angeles County,03/25/2020,03/22/2020,6,Layoff Temporary
6433,"TEAM Industrial Services, Inc.",Los Angeles County,03/25/2020,03/22/2020,53,Layoff Temporary
6434,"World Wrestling Entertainment, Inc., dba WWE",Los Angeles County,04/17/2020,04/18/2020,10,Layoff Temporary
6435,Torrid LLC,Los Angeles County,04/15/2020,04/06/2020,132,Layoff Temporary
6436,San Fernando Motor Company DBA Rydell Chrysler Dodge Jeep Ram,Los Angeles County,04/15/2020,04/15/2020,45,Layoff Temporary
6437,San Fernando Valley Automotive Group dba Rydell Automotive Group,Los Angeles County,04/15/2020,04/15/2020,47,Layoff Permanent
6438,"Rudy's Hollywood, LLC",Los Angeles County,04/16/2020,03/16/2020,103,Layoff Temporary
6439,"Rudy's Hollywood, LLC dba Rudy's Barbershop Main Street",Los Angeles County,04/16/2020,03/16/2020,17,Layoff Temporary
6440,Trophy Automotive Dealer Group LLC,Los Angeles County,04/16/2020,03/23/2020,62,Layoff Temporary
6441,The Performing Arts Center of Los Angeles County,Los Angeles County,04/16/2020,03/28/2020,1069,Layoff Temporary
6442,MUJI U.S.A. Limited dba MUJI Santa Anita,Los Angeles County,04/16/2020,04/20/2020,21,Closure Temporary
6443,MUJI U.S.A. Limited dba MUJI Santa Monica & MUJI Third Street,Los Angeles County,04/16/2020,04/20/2020,38,Closure Temporary
6444,TA Aerospace,Los Angeles County,04/16/2020,04/26/2020,215,Layoff Temporary
6445,MUJI U.S.A. Limited dba MUJI Hollywood,Los Angeles County,04/16/2020,04/20/2020,14,Closure Temporary
6446,"MGB Echo Park LLC, dba Montys Good Burger",Los Angeles County,04/09/2020,03/22/2020,28,Closure Temporary
6447,"MoMo West, LLC",Los Angeles County,04/09/2020,04/08/2020,118,Layoff Temporary
6448,"Cast & Crew Payroll, LLC",Los Angeles County,04/09/2020,04/09/2020,276,Layoff Temporary
6449,Burlington Coat Factory of Texas Inc. dba Burlington #1029,Los Angeles County,04/08/2020,03/31/2020,72,Closure Temporary
6450,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Los Angeles County,04/08/2020,03/31/2020,52,Layoff Temporary
6451,"Siete Azul, LLC - El Cholo Downtown",Los Angeles County,04/01/2020,03/16/2020,55,Layoff Temporary
6452,"El Cholo, Inc. - The Original",Los Angeles County,04/01/2020,03/16/2020,77,Layoff Temporary
6453,Monterey Bay Aquarium,Monterey County,04/15/2020,04/30/2020,221,Layoff Temporary
6454,"El Choro Corona Del Mar, Inc.",Orange County,04/01/2020,03/16/2020,51,Layoff Temporary
6455,"Cannery Seafood of the Pacific, LLC",Orange County,04/01/2020,03/16/2020,89,Layoff Temporary
6456,"El Cholo Anaheim Hills, LLC",Orange County,04/01/2020,03/16/2020,57,Layoff Temporary
6457,"LoanMe, Inc.",Orange County,04/16/2020,04/16/2020,64,Layoff Temporary
6458,"Los Angeles Times Communications, LLC",Orange County,04/14/2020,04/19/2020,9,Layoff Temporary
6459,Monty & Friends LLC (parent company of Monty's Good Burger),Riverside County,03/25/2020,04/13/2020,6,Layoff Temporary
6460,Montys Good Burger LLC,Riverside County,04/09/2020,03/22/2020,22,Closure Temporary
6461,Burgers & Beers,Riverside County,04/14/2020,03/17/2020,118,Layoff Permanent
6462,"Hof's Hut Restaurants, Inc. dba Lucille's Smokehouse Bar-B-Que",San Bernardino County,03/17/2020,03/16/2020,103,Layoff Unknown at this time
6463,Hilton Resorts Corporation,San Diego County,04/16/2020,04/17/2020,78,Layoff Temporary
6464,Watkins Wellness,San Diego County,04/13/2020,04/17/2020,429,Layoff Temporary
6465,"The San Diego Union-Tribune, LLC",San Diego County,04/14/2020,04/19/2020,17,Layoff Temporary
6466,Goodwill Industries of San Diego County (GISD),San Diego County,04/02/2020,04/03/2020,1235,Layoff Temporary
6467,State Bird Provisions,San Francisco County,04/06/2020,03/21/2020,42,Layoff Temporary
6468,The Progress,San Francisco County,04/06/2020,03/21/2020,59,Layoff Temporary
6469,MUJI U.S.A. Limited dba MUJI Soma,San Francisco County,04/16/2020,04/20/2020,11,Closure Temporary
6470,Invitae Corporation,San Francisco County,04/16/2020,06/15/2020,101,Layoff Permanent
6471,MUJI U.S.A. Limited dba MUJI San Jose,Santa Clara County,04/16/2020,04/20/2020,11,Closure Temporary
6472,MUJI U.S.A. Limited dba MUJI Stanford,Santa Clara County,04/16/2020,04/20/2020,17,Closure Temporary
6473,"Becton, Dickinson and Company, dba BD",Santa Clara County,04/17/2020,04/27/2020,157,Layoff Temporary
6474,"Dick&rsquo;s Sporting Goods, Inc.",Sonoma County,04/17/2020,04/12/2020,37,Layoff Temporary
6475,TechnipFMC,Yolo County,04/14/2020,04/15/2020,32,Layoff Permanent
6476,Black Bear Diner,Yolo County,04/09/2020,04/09/2020,30,Layoff Temporary
6477,Oaks Card Club,Alameda County,03/27/2020,03/16/2020,358,Closure Temporary
6478,Los Angeles Philharmonic Association,Los Angeles County,04/09/2020,04/12/2020,51,Layoff Temporary
6479,Los Angeles Philharmonic Association,Los Angeles County,04/09/2020,04/12/2020,43,Layoff Temporary
6480,"Quemetco, Inc.",Los Angeles County,04/16/2020,04/23/2020,182,Layoff Temporary
6481,"T.R.S.C., Inc.",Los Angeles County,04/16/2020,03/14/2020,134,Layoff Permanent
6482,"deluxe Entertainment Services, Inc.",Los Angeles County,04/16/2020,03/25/2020,55,Layoff Temporary
6483,Mission Linen Supply,San Diego County,04/07/2020,03/19/2020,55,Layoff Temporary
6484,Hilton San Francisco Financial District,San Francisco County,04/08/2020,03/19/2020,274,Layoff Temporary
6485,Pactiv LLC,San Joaquin County,04/16/2020,04/06/2020,104,Layoff Temporary
6486,Alsco,Sonoma County,04/03/2020,04/03/2020,25,Layoff Temporary
6487,Dick's Sporting Goods Inc. at Dublin Store #1071,Alameda County,04/17/2020,04/12/2020,47,Layoff Temporary
6488,Dick's Sporting Goods Inc. at Chico Store #1089,Butte County,04/17/2020,04/12/2020,28,Layoff Temporary
6489,Palecek,Contra Costa County,04/16/2020,03/17/2020,188,Layoff Temporary
6490,"Berkeley - C2 Educational Systems, Inc.",Contra Costa County,04/16/2020,04/15/2020,2,Layoff Temporary
6491,Dick's Sporting Goods Inc. at Clovis Store #623,Fresno County,04/17/2020,04/12/2020,43,Layoff Temporary
6492,Dick's Sporting Goods Inc. at Bakersfield Store #697,Kern County,04/17/2020,04/12/2020,46,Layoff Temporary
6493,Dick's Sporting Goods Inc. at Cerritos Store #1195,Los Angeles County,04/17/2020,04/12/2020,68,Layoff Temporary
6494,Abercrombe & Fitch HCo.,Los Angeles County,04/09/2020,03/29/2020,335,Closure Temporary
6495,"Soho House West Hollywood, LLCC",Los Angeles County,03/20/2020,03/20/2020,41,Layoff Permanent
6496,"Anaheim Hills - C2 Educational Systems, Inc.",Orange County,04/16/2020,04/15/2020,2,Layoff Temporary
6497,Dick's Sporting Goods Inc. at Eastvale Store #1381,Riverside County,04/17/2020,04/12/2020,38,Layoff Temporary
6498,"Hof's Hut Restaurants, Inc. dba Lucille's Smokehouse Bar-B-Que",San Bernardino County,03/17/2020,03/18/2020,88,Layoff Unknown at this time
6499,Dick's Sporting Goods Inc. at Chino Store #925,San Bernardino County,04/17/2020,04/12/2020,32,Layoff Temporary
6500,"Aztec Shops, Ltd.",San Diego County,04/06/2020,03/16/2020,12,Layoff Permanent
6501,Zodiac Pool Systems LLC,San Diego County,04/17/2020,04/17/2020,35,Layoff Temporary
6502,Dick's Sporting Goods Inc. at Chula Vista Store #1413,San Diego County,04/17/2020,04/12/2020,54,Layoff Temporary
6503,Dick's Sporting Goods Inc. at Carmel Mountain Store #1411,San Diego County,04/17/2020,04/12/2020,32,Layoff Temporary
6504,Dick's Sporting Goods Inc. at El Cajon Store #615,San Diego County,04/17/2020,04/12/2020,33,Layoff Temporary
6505,Abercrombie & Fitch - HCo.,San Diego County,04/09/2020,03/29/2020,544,Closure Temporary
6506,Dick's Sporting Goods Inc. at Daly City Store #1092,San Mateo County,04/17/2020,04/12/2020,81,Layoff Temporary
6507,Abercrombie & Fitch HCo.,Sonoma County,04/09/2020,03/29/2020,98,Closure Temporary
6508,Abercrombie & Fitch - HCo.,Tulare County,04/09/2020,03/29/2020,58,Closure Temporary
6509,Abercrombie & Fitch-HCo.,Ventura County,04/09/2020,03/29/2020,49,Closure Temporary
6510,Zara USA Inc,Ventura County,04/15/2020,04/05/2020,8,Closure Temporary
6511,Zara USA Inc,Ventura County,04/15/2020,04/12/2020,3,Closure Temporary
6512,"Dick's Sporting Goods, Inc",Ventura County,04/17/2020,04/12/2020,36,Layoff Temporary
6513,Oakland Athletics,Alameda County,04/10/2020,03/17/2020,796,Layoff Temporary
6514,Serrano Country Club,El Dorado County,04/15/2020,04/20/2020,93,Layoff Temporary
6515,Benihana Encino Corp.,Los Angeles County,03/25/2020,03/16/2020,82,Layoff Temporary
6516,MGB Koreatown LLC dba Monty's Good Burger,Los Angeles County,03/09/2020,03/22/2020,31,Layoff Temporary
6517,Deluxe Entertainment Services Group Inc.,Los Angeles County,04/15/2020,03/25/2020,58,Layoff Temporary
6518,"Dine Brands Global, Inc.",Los Angeles County,04/15/2020,04/19/2020,80,Layoff Temporary
6519,"Aerospace Dynamics International, a PCC Company",Los Angeles County,04/15/2020,04/13/2020,52,Layoff Temporary
6520,"Book Off U.S.A., Inc.",Los Angeles County,04/15/2020,04/16/2020,36,Layoff Temporary
6521,"Eminent, Inc.-Resolve Group, Inc.",Los Angeles County,04/09/2020,04/11/2020,18,Layoff Temporary
6522,"Eminet, Inc. - Resolve Group, Inc.",Los Angeles County,04/09/2020,04/11/2020,26,Layoff Temporary
6523,Precision Dynamics Corporation,Los Angeles County,04/10/2020,04/14/2020,16,Layoff Temporary
6524,Body Kinetics,Marin County,03/03/2020,03/16/2020,142,Layoff Temporary
6525,V. Sattui Winery,Napa County,04/08/2020,03/16/2020,82,Layoff Unknown at this time
6526,"Logomark, Inc.",Orange County,04/06/2020,03/20/2020,210,Layoff Temporary
6527,Palm Springs Art Museum,Riverside County,04/16/2020,04/02/2020,40,Layoff Temporary
6528,"LuLaRoe, LLC",San Bernardino County,04/03/2020,04/10/2020,210,Layoff Permanent
6529,"Cashbak, LLC",San Bernardino County,04/15/2020,04/15/2020,18,Layoff Unknown at this time
6530,Ademco Inc.,San Diego County,04/16/2020,04/20/2020,124,Layoff Temporary
6531,"Ortho Organizers, Inc.",San Diego County,04/13/2020,04/17/2020,91,Layoff Temporary
6532,Taylor Guitars,San Diego County,04/06/2020,03/20/2020,190,Layoff Temporary
6533,"GoPro, Inc.",San Mateo County,04/15/2020,05/15/2020,88,Layoff Permanent
6534,Brophy & Sons Inc.,Santa Barbara County,04/15/2020,03/17/2020,107,Closure Temporary
6535,"MSP Enterprises, LLC dba Sea Glass Hospitality Partners",Santa Clara County,03/20/2020,03/17/2020,45,Layoff Temporary
6536,Fry's Electronics Inc.,Santa Clara County,04/13/2020,04/10/2020,57,Layoff Unknown at this time
6537,Bennett Bros Inc.,Ventura County,04/15/2020,03/17/2020,83,Closure Temporary
6538,Anning-Johnson Company,Alameda County,04/08/2020,03/17/2020,3,Layoff Temporary
6539,Anning-Johnson Company-,Alameda County,04/08/2020,03/17/2020,22,Layoff Temporary
6540,"Times Community News, North",Los Angeles County,04/16/2020,05/16/2020,13,Layoff Unknown at this time
6541,"Paradies-Long Beach, LLC dba Paradies Lagardere Travel Retail",Los Angeles County,04/14/2020,04/14/2020,3,Layoff Temporary
6542,"Spicer's Paper, Inc.",Los Angeles County,04/15/2020,04/17/2020,62,Layoff Temporary
6543,Duty Free North America - San Francisco International Airport,San Francisco County,04/15/2020,04/16/2020,220,Closure Temporary
6544,"Lehigh Southwest Cement Company-Lehigh Hanson ServicesLLC-
Cupertino Permanente
Plant",Santa Clara County,04/09/2020,04/09/2020,133,Layoff Temporary
6545,Anning-Johnson Company-Facebook,Santa Clara County,04/08/2020,03/17/2020,25,Layoff Temporary
6546,Anning-Johnson Company-Western Digital,Santa Clara County,04/08/2020,03/17/2020,2,Layoff Temporary
6547,"Enterprise Rent-A-Car Co of San Francisco, LLC",Santa Clara County,04/03/2020,04/03/2020,44,Layoff Unknown at this time
6548,"Lehigh Southwest Cement Company-Lehigh Hanso Serives, LLC-Redding
Plant",Shasta County,04/14/2020,04/17/2020,109,Layoff Temporary
6549,Paradies Lagardere-Taste Inc.,Alameda County,04/07/2020,04/03/2020,15,Layoff Temporary
6550,"Ruelas Enterprises dba Editorial Renuevo, LLC and Signature
Equipovision, LLC",Fresno County,04/15/2020,04/15/2020,34,Layoff Permanent
6551,"Connected Apparel Company, LLC",Los Angeles County,04/15/2020,04/17/2020,91,Layoff Temporary
6552,DFS Group L.P.,Los Angeles County,04/15/2020,04/20/2020,50,Layoff Temporary
6553,"Caledonian, Inc.",Los Angeles County,04/13/2020,04/13/2020,166,Layoff Temporary
6554,Zara,San Bernardino County,04/15/2020,04/12/2020,19,Closure Temporary
6555,"George's At the Cove, Inc.",San Diego County,04/13/2020,03/16/2020,191,Closure Temporary
6556,Safran Cabin,Santa Barbara County,04/15/2020,04/10/2020,509,Layoff Temporary
6557,GBS Linens,Alameda County,04/13/2020,03/31/2020,11,Layoff Temporary
6558,Mercedes Benz of Beverly Hills,Los Angeles County,04/14/2020,04/14/2020,95,Layoff Temporary
6559,Adventist Health Physicians Network,Los Angeles County,04/14/2020,04/08/2020,8,Layoff Permanent
6560,"SPS Technologies, LLC dba PB Fasteners",Los Angeles County,04/10/2020,04/14/2020,66,Layoff Temporary
6561,"SPS Technologies, LLC dba PB Fasteners",Los Angeles County,04/10/2020,04/10/2020,25,Layoff Permanent
6562,El Cholo Santa Monica,Los Angeles County,04/01/2020,03/16/2020,66,Layoff Temporary
6563,GBA Linens,Orange County,04/13/2020,03/31/2020,116,Layoff Temporary
6564,Auxitrol Weston USA,Orange County,04/10/2020,04/13/2020,53,Layoff Temporary
6565,Miller Automotive Group dba Group 1 Automotive,Orange County,04/14/2020,04/14/2020,79,Layoff Temporary
6566,JC Resorts dba Cathedral Canyon Golf Club,Riverside County,04/06/2020,04/08/2020,6,Layoff Temporary
6567,LHM CTO aka Larry H. Miller Toyota Corona,Riverside County,04/13/2020,03/23/2020,54,Layoff Permanent
6568,"The Salvation Arm, a California Corporation",Riverside County,04/14/2020,04/15/2020,53,Layoff Temporary
6569,Folsom Lake Toyota,Sacramento County,04/14/2020,04/14/2020,110,Layoff Temporary
6570,"Hornblower Yachts, LLC",Sacramento County,04/10/2020,03/18/2020,16,Layoff Temporary
6571,IGT,San Bernardino County,04/09/2020,04/05/2020,40,Layoff Temporary
6572,"Artic Services, LLC DBA Artic Mechanical",San Bernardino County,04/14/2020,04/14/2020,145,Layoff Permanent
6573,"USA Cinema Services, LLC. dba Cinepolis USA",San Diego County,03/27/2020,03/24/2020,156,Layoff Temporary
6574,San Diego Yacht Club,San Diego County,04/14/2020,03/20/2020,76,Closure Temporary
6575,The Salvation Army,San Diego County,04/14/2020,04/15/2020,68,Layoff Temporary
6576,Versaform Corp. dba LMI Aerospace,San Diego County,04/10/2020,03/30/2020,19,Layoff Temporary
6577,IGT Global People Services,San Diego County,04/09/2020,04/05/2020,40,Layoff Temporary
6578,"The Salvation Army, a California Corporation",San Francisco County,04/14/2020,04/15/2020,55,Layoff Temporary
6579,Aura Financial Corporation,San Francisco County,04/14/2020,04/14/2020,48,Layoff Temporary
6580,"SLO Brewing Co, LLC",San Luis Obispo County,03/30/2020,03/31/2020,107,Layoff Temporary
6581,SLO Pub LLC,San Luis Obispo County,03/30/2020,03/31/2020,63,Closure Temporary
6582,"Pac-12 Enterprises, dba Pac-12 Networks",Santa Clara County,04/03/2020,03/14/2020,70,Layoff Temporary
6583,"F21 OpCo, LLC dba Forever 21",Sonoma County,03/27/2020,03/29/2020,42,Closure Temporary
6584,"USA Cinema Services, LLC. dba Cinepolis",Ventura County,03/27/2020,03/24/2020,31,Layoff Temporary
6585,"F21 Op Co, LLC dba Forever 21",Ventura County,03/27/2020,03/29/2020,70,Closure Temporary
6586,Brasseler USA,Ventura County,04/10/2020,04/13/2020,11,Layoff Temporary
6587,"Beta Beauty, LLC",Ventura County,04/14/2020,04/13/2020,24,Layoff Permanent
6588,"ColourPop Cosmetics, LLC",Ventura County,04/14/2020,04/13/2020,33,Layoff Permanent
6589,The Spatz Corporation,Ventura County,04/14/2020,04/13/2020,12,Layoff Permanent
6590,"Visions Treatment Centers, LLC",Ventura County,04/02/2020,04/01/2020,6,Layoff Permanent
6591,Alamo Rent & National Car Rental,Los Angeles County,04/08/2020,04/08/2020,12,Layoff Temporary
6592,"FreshPoint Southern California, Inc.",Los Angeles County,04/14/2020,03/20/2020,152,Layoff Permanent
6593,Duty Free North America,Los Angeles County,04/15/2020,05/03/2020,282,Layoff Temporary
6594,Handlery Hotel San Diego,San Diego County,04/14/2020,04/16/2020,114,Layoff Temporary
6595,Watsonville Community Hospital,Santa Cruz County,04/14/2020,04/21/2020,22,Layoff Temporary
6596,"Scott's Jack London Seafood, Inc.",Alameda County,04/10/2020,04/16/2020,116,Closure Permanent
6597,"Scott's Seafood Grill & Bar (Walnut Creek), Inc.",Contra Costa County,04/10/2020,03/16/2020,145,Closure Permanent
6598,Bright Horizons at Bishop Ranch,Contra Costa County,04/09/2020,03/20/2020,44,Layoff Temporary
6599,Bright Horizons at Ocean Park,Los Angeles County,04/09/2020,03/20/2020,53,Layoff Temporary
6600,Seidner Enterprises LLC dba Bert's Mega Mall,Los Angeles County,03/20/2020,03/20/2020,148,Layoff Temporary
6601,"Ra Sushi Tustin Corp, dba Ra Sushi",Orange County,04/08/2020,03/17/2020,46,Layoff Temporary
6602,Knighted Ventures,Sacramento County,04/08/2020,03/15/2020,135,Layoff Temporary
6603,"First Step Staffing/Employment Managment Solutions, LP",San Bernardino County,04/10/2020,04/10/2020,29,Layoff Temporary
6604,"Shelter Island Inc, dba Bali Hai Restaurant- Tom Ham's Lighthouse",San Diego County,03/19/2020,03/17/2020,216,Layoff Temporary
6605,Bright Horizons at Kansas Street,San Francisco County,04/09/2020,03/20/2020,51,Layoff Temporary
6606,"Western Dental Services, Inc",San Francisco County,03/30/2020,04/06/2020,33,Layoff Temporary
6607,"URS Midwest Inc., dba United Road Services",San Joaquin County,04/14/2020,04/15/2020,47,Layoff Temporary
6608,"Davis Development Company, Inc.",Santa Clara County,04/04/2020,04/04/2020,190,Layoff Temporary
6609,"Knighted Ventures, LLC",Ventura County,04/08/2020,03/14/2020,44,Layoff Temporary
6610,"Western Dental Services, Inc.",Ventura County,03/30/2020,04/06/2020,53,Layoff Temporary
6611,URS Midwest Inc. dba United Road Services,Ventura County,04/14/2020,04/15/2020,65,Layoff Temporary
6612,Roofworks & Construction,Contra Costa County,04/10/2020,03/16/2020,21,Layoff Temporary
6613,Clinica Sierra Vista,Kern County,04/03/2020,04/03/2020,45,Layoff Permanent
6614,Madre! Oaxacan Restaurant and Mezcaleria,Los Angeles County,03/20/2020,03/18/2020,53,Closure Temporary
6615,Rolling Hills Country Club,Los Angeles County,04/09/2020,04/06/2020,126,Layoff Temporary
6616,Adventist Health White Memorial,Los Angeles County,04/09/2020,06/08/2020,3,Layoff Permanent
6617,Utility Trailer Manufacturing Company,Los Angeles County,04/10/2020,06/09/2020,101,Layoff Permanent
6618,"Summit Hospitality Corp., dba Luxe Sunset Boulevard Hotel",Los Angeles County,04/10/2020,04/10/2020,104,Layoff Temporary
6619,"Galpin Motors, Inc.",Los Angeles County,04/10/2020,04/10/2020,69,Layoff Temporary
6620,"MBPO, LLC dba Manhattan Beach Post",Los Angeles County,04/07/2020,04/07/2020,74,Layoff Temporary
6621,"Arthur J, LLC dba The Arthur J",Los Angeles County,04/07/2020,04/07/2020,57,Layoff Temporary
6622,"Simmzy's LLC - LB, dba Simmzy's",Los Angeles County,04/07/2020,04/07/2020,55,Layoff Temporary
6623,"Simmzy's LLC, dba Lil' Simmzy's",Los Angeles County,04/07/2020,04/07/2020,20,Layoff Temporary
6624,"Simmzy's LLC-MB, dba Simmzy's",Los Angeles County,04/07/2020,04/07/2020,36,Layoff Temporary
6625,"Simmzy's LLC-VB, dba Simmzy's",Los Angeles County,04/07/2020,04/07/2020,23,Layoff Temporary
6626,"Rag & Bone Industries, LLC",Los Angeles County,04/08/2020,03/31/2020,6,Layoff Temporary
6627,"Rag & Bone Industries, LLC",Los Angeles County,04/08/2020,03/14/2020,36,Layoff Temporary
6628,"TRB, LLC dba Tin Roof Bistro",Los Angeles County,04/07/2020,04/07/2020,91,Layoff Temporary
6629,Lakeshore Equipment Company d/b/a Lakeshore Learning Materials,Los Angeles County,03/31/2020,03/31/2020,251,Layoff Temporary
6630,Electro Rent,Los Angeles County,04/01/2020,04/02/2020,16,Layoff Temporary
6631,"Simmzy's LLC - HB, dba Simmzy's",Orange County,04/07/2020,04/07/2020,40,Layoff Temporary
6632,"Hecho En Mexico, LLC",Orange County,04/01/2020,03/16/2020,10,Layoff Temporary
6633,"CEBARK, Inc. - El Cholo La Habra",Orange County,04/01/2020,03/16/2020,71,Layoff Temporary
6634,"DARRON, LLC - Louie's By The Bay",Orange County,04/01/2020,03/16/2020,42,Layoff Temporary
6635,Panasonic Avionics Corporation,Orange County,04/08/2020,04/11/2020,223,Layoff Permanent
6636,SPS Technologies LLC dba Air Industries Company,Orange County,04/08/2020,04/13/2020,534,Layoff Temporary
6637,Boot Barn,Orange County,04/13/2020,04/11/2020,111,Layoff Temporary
6638,"Fitness 19 CA 278, LLC",Riverside County,03/17/2020,04/09/2020,47,Layoff Temporary
6639,"Fitness 19 CA 297, LLC",Riverside County,03/17/2020,04/09/2020,68,Layoff Temporary
6640,"Fitness 19 CA 302, LLC",Riverside County,03/17/2020,04/09/2020,52,Layoff Temporary
6641,Parker Palm Springs LLC,Riverside County,04/10/2020,04/16/2020,166,Layoff Temporary
6642,"California Family Health, LLC dba California Family Fitness",Sacramento County,03/25/2020,03/17/2020,94,Layoff Temporary
6643,John's Incredible Pizza Company,San Bernardino County,03/31/2020,04/03/2020,62,Layoff Temporary
6644,AIO Acquisition Inc.,San Bernardino County,04/11/2020,04/14/2020,5,Layoff Permanent
6645,"Best Buy Health, Inc. DBA GreatCall",San Diego County,04/10/2020,04/04/2020,75,Layoff Temporary
