,company_name,location,notice_date,layoff_date,employees_affected,URL,Closure/Layoff
210,Flextronics Americas LLC,,2018-02-23 00:00:00,2018-09-01 00:00:00,314.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000EQFv/y2S.Xk_O6qioyGDMFFX2sT1XqO7IMpITHP1buepqXko,Layoff
211,GILT Distribution Center,,2018-02-12 00:00:00,2018-09-28 00:00:00,250.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004ics/92.l5HZYEHXStXYtPjIO2Sen3Orlql4gW4XOAh0vka8,Closure
212,Abm Industries Inc. - NKY,,2018-01-18 00:00:00,2018-03-07 00:00:00,65.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004csu/t7N4OepOxzDaQpkRa9RMmfsx4FXAnA2acuw.fqkhidc,Layoff
213,AMERICAN GREETINGS CORPORATION,,2018-01-11 00:00:00,2018-03-16 00:00:00,150.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004TXA/2vPrqj0C.DNZgK3ertD7Sul2Ta.kZAqKB_TiZ8a_jbM,Layoff
214,KES Kentucky Electric Steel,,2018-01-09 00:00:00,2018-03-10 00:00:00,113.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004LxB/1ld8bbNUPH8fAIEP_.OdTEUfAhrjT5pIouRGkJ93Gck,Closure
215,THOROUGHFARE MINING LLC,,2017-12-18 00:00:00,2018-02-14 00:00:00,99.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004LuH/c23dKtWNz4nKKonfQI3CMjaspcB6iRm6jGqPNQJ.q1g,Closure
216,Hopkins County Coal Madisonville Office,,2017-12-18 00:00:00,2018-02-14 00:00:00,427.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000EimX/.k8PHwd5IW3uAVhAbsluOHotiCSiriiIW.031UhXCHM,Closure
217,Clarcor Air Filtration-Campbellsville,,2017-12-13 00:00:00,2018-02-12 00:00:00,119.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lu7/q5951TA7CPN0kuwgWbvRr1.G2AY8oiIIhukcRpdVS9s,Closure
218,Scott Archery,,2017-11-07 00:00:00,2018-01-10 00:00:00,88.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lqe/_leAkA8exC4oWAbCUfJIaouA3g.sU.0aQFr699JTcQM,Closure
219,Arriva Medical LLC,,2017-10-31 00:00:00,2017-12-31 00:00:00,13.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lq0/DCCl4_25wzFXSuX1PTQWMGAKT70YTfWCEM3jq.fI.84,Closure
220,Baptist Health Plan Inc-Lexington,,2017-10-30 00:00:00,2017-12-29 00:00:00,34.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lpg/MRpS4x8AYZq6ZYtFpuwhspdGWbs67nNTWdYiMNXp5OQ,Layoff
221,Armstrong Coal Prep & Dock Facility,,2017-10-11 00:00:00,2017-12-08 00:00:00,12.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo9/j2UGA7uTzlHx9_pNG0hY8JWcEZMkGkzB8BJ4sk069v8,Layoff
222,Equality  Boot Surface Mine,,2017-10-11 00:00:00,2017-12-08 00:00:00,61.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo4/hix8plnF48fQ32NyPDv74.NxRxgGzczVNbAf9Lrd0w4,Layoff
223,LATA SHARP REMEDIATION SERVICES LLC,,2017-08-17 00:00:00,2017-10-19 00:00:00,0.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xkty/MCg0JmZXgkCibiCWZQLUIizLrfo9W9GUuJRUGE9HeMU,Layoff
224,Booth Energy,,2017-08-02 00:00:00,2017-09-30 00:00:00,217.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xksb/2WvXeeFqSATezBCzP5RPgt7MNnzaWwCIc.2JoMyzA74,Closure
225,Kmart 04232-Lexington,,2017-07-18 00:00:00,2017-09-24 00:00:00,73.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dJ/GFnHAsmw5QyDTGIZ_gPxJo7z8osgLpY1WI57ofs7WfI,Closure
226,"Engineered Plastic Components, Inc.",,2017-07-18 00:00:00,2017-10-18 00:00:00,68.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dO/L3nCtOVv91fLZUC0NviltK_nN02lRfpTDkLONnGHoag,Closure
227,BIMBO BAKERIES USA INC,,2017-07-10 00:00:00,2017-09-08 00:00:00,111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000GzsM/z1azCQ0svP93YEsc6AqZePPBALgpqAStq7YUbqTo2WM,Closure
228,LEDVANCE LLC-Winchester,,2017-06-28 00:00:00,2017-09-01 00:00:00,54.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzrd/A7.hQ6Hy7U1MPlP6gSadv.hFhxyOmfBCkHXJ_NKy8V4,Closure
229,"CHARTER COMMUNICATIONS, INC.",,2017-05-24 00:00:00,2017-07-17 00:00:00,56.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzo5/JJ8C20FiHSrRwxpkoHGOu0ir6VQ8CmYnBddwG.tYN8w,Layoff
230,Itron Inc.,,2017-05-05 00:00:00,2017-12-31 00:00:00,309.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzmn/MpwG03C8ZPVSdQc2VM6ANd6E3Jx.oOcxutQWDhPl6.4,Closure
231,General Electric Company- Lexington Lamp Plant,,2017-04-27 00:00:00,2017-06-23 00:00:00,127.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj4G/Pd88xKaNMaze.WzDXC78gQd1k.ToevkBqP_jjMhOd7E,Closure
232,AmerisourceBergen Drug Corporation,,2017-04-20 00:00:00,2017-06-30 00:00:00,76.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3m/Soz3ZtjHkwp0E_DMHtIA1Ldgs1BoF_KgClpn9CfuhoQ,Closure
233,Ann Taylor Distribution Services,,2017-04-07 00:00:00,2017-06-09 00:00:00,105.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3N/SVm6dOds_DiPOtCgQXMw5UF.fjnnOIr.Wm9XZl3XIzY,Closure
234,"Benore Logistic Systems, Inc.",,2017-04-07 00:00:00,2017-04-23 00:00:00,82.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3S/D6dwTfGCXLeZyrQv41SGfDA56JeupBJLNDyT2cGdZkk,Layoff
235,Dollar Express Louisville(2),,2017-04-04 00:00:00,2017-06-30 00:00:00,9.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3I/fwGONaqlH6v4.sMHw4v1RciOCoCZ1fb8_G3r8h9._0I,Closure
236,Dollar Express-Covington,,2017-04-04 00:00:00,2017-06-30 00:00:00,11.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj38/4iAFdmFsi1bHjcmJEV9xZg7QKesDxAMzx9Zat5tRZyc,Closure
237,Dollar Express Louisville(1),,2017-04-04 00:00:00,2017-06-30 00:00:00,9.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3D/PGjPy.FF_ZtywXGcLy14eFxD40DyxSvYTuhMzbDgrbo,Closure
238,General Electric Company Somerset Glass Plant Lighting,,2017-04-03 00:00:00,2017-05-26 00:00:00,63.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj2t/nbJvXzjrwhlDyJ2SRVmohvRnwWb3UKUxIXm0oiZ7Xxw,Closure
239,Kelly Services-Kenton Co,,2017-04-03 00:00:00,2017-06-02 00:00:00,36.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj33/uFfgdP3MOo5EcvaSLqdcCOCxAtVyHnfWenMxXzPdRpY,Closure
240,Sypris Technologies,,2017-03-10 00:00:00,2017-05-10 00:00:00,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Pht5/7kxuhfvOvM47dj9IQwOJmuZ6jd72EOrKhugLF1oZrC0,Layoff
241,Conduent Incorporated,,2017-02-13 00:00:00,2017-04-12 00:00:00,62.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000PhqG/ZlkbXgsUjmUGF51bkxPJVQup3hL2okLQjud67KO53XU,Layoff
242,Nasty Gal Inc,,2017-02-13 00:00:00,2017-04-10 00:00:00,70.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phri/PIyOGsRutY5ENu0CMmJgwV2juPHUJ1RRWpHYW.ARBXw,Closure
243,Penske Vehicle Services Inc.,,2017-01-31 00:00:00,2017-04-01 00:00:00,1.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phs7/dXhuneZsqP8bQvsFDwm0sA3SBwOUm3tjXdFLuzOZ2fw,Layoff
244,ZOO PRINTING,,2017-01-25 00:00:00,2017-06-30 00:00:00,88.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phph/y4NCZd2IjP2vMN6ehzWBWI8BBVQAhG3oJoL9AChqxes,Closure
245,National-Standard Company,,1998-11-18 00:00:00,,104,,
246,Red Kap Industries,,1998-11-16 00:00:00,,146,,
247,"Bizwill, Inc. (Martiki Coal)",,1998-11-13 00:00:00,,151,,
248,"Nine West Group, Inc.",,1998-11-12 00:00:00,,171,,
249,"Harley Hotels, Inc.",,1998-11-12 00:00:00,,79,,
250,Kentucky Apparel                              Summer Shade Plant                        Fountain Run Plant,,1998-11-08 00:00:00,,167 -                  197,,
251,OshKosh B'Gosh,,1998-11-05 00:00:00,,162,,
252,Gamble Brothers (Burruss Co.),,1998-10-30 00:00:00,,132,,
253,PIMA ,,1998-10-08 00:00:00,,104,,
254,Speedway SuperAmerica LLC   (SSA) and Ashland INC,,1998-10-02 00:00:00,,88,,
255,Tecumseh Products,,1998-10-02 00:00:00,,200 +/-,,
256,Commonwealth General Corp..,,,,360,,
257,"Ardco, Inc.",,1999-12-21 00:00:00,,335,,
258,"Collis, Incl.",,1999-12-08 00:00:00,,34,,
259,ILSCO,,1999-12-06 00:00:00,,,,
260,Phelps Dodge,,1999-12-06 00:00:00,,11,,
261,"Moen, Hoov-R-Line",,1999-11-22 00:00:00,,30,,
262,Samuels,,1999-11-16 00:00:00,,31,,
263,Jockey International Inc.,,1999-11-03 00:00:00,,326,,
264,Tecumseh Products Co.,,1999-10-27 00:00:00,,430,,
265,White Swan Meta,,1999-10-22 00:00:00,,60,,
266,Pike County Coal Corp.,,1999-10-05 00:00:00,,56,,
267,Levi Strauss & Co.,,1999-10-05 00:00:00,,226,,
268,Bird Vinyl Products - rescinded,,1999-10-05 00:00:00,,203,,
269,Ikerd-Bandy Co./CC Coal Co.,,1999-09-22 00:00:00,,140,,
270,"Kentucky Apparel, LLP",,1999-09-20 00:00:00,,100,,
271,"Hechinger Inv. Company, Inc.",,1999-09-20 00:00:00,,227,,
272,IXC Communications,,1999-09-03 00:00:00,,48,,
273,"Addington Mining, Inc.",,1999-09-03 00:00:00,,6,,
274,Accuride Corp.,,1999-09-03 00:00:00,,203,,
275,"Kentucky Apparel, LLP",,1999-09-03 00:00:00,,221,,
276,Island Creek Coal Company,,1999-09-03 00:00:00,,,,
277,Nine West (Vanceburg and Hebron),,1999-08-10 00:00:00,,309,,
278,CompuCom Systems,,1999-08-10 00:00:00,,370,,
279,"Kentucky Sportsservice, Inc.",,1999-07-30 00:00:00,,96,,
280,"Preston Trucking Co., Inc.",,1999-07-30 00:00:00,,,,
281,Copeland Mine and Haz4West Mine,,1999-07-06 00:00:00,,187,,
282,Field Packing Co.,,1999-06-16 00:00:00,,,,
283,Hechinger Co.,,1999-06-14 00:00:00,,129,,
284,United Magazine Company,,1999-05-24 00:00:00,,,,
285,SuperValu,,1999-05-24 00:00:00,,,,
286,"Moen, Inc.",,1999-05-24 00:00:00,,,,
287,Green River Steel,,1999-05-17 00:00:00,,184,,
288,Union Underwear Co.,,1999-05-17 00:00:00,,200,,
289,"Equitable Bag Co., Inc.",,1999-05-12 00:00:00,,320,,
290,Brake Parts,,1999-04-13 00:00:00,,102,,
291,Batesville Casket Company,,1999-04-06 00:00:00,,212,,
292,Genlyte Thomas,,1999-03-23 00:00:00,,150,,
293,"TechnoTrim, Inc.",,1999-03-23 00:00:00,,583,,
294,The J. Peterman Company,,1999-03-08 00:00:00,,230,,
295,"The Apparel Group, Ltd.",,1999-03-01 00:00:00,,170,,
296,Intertec Systems,,1999-03-01 00:00:00,,121,,
297,Cooper Bussmann,,1999-02-17 00:00:00,,200,,
298,Paducah Gaseous Diffusion Plant,,1999-02-17 00:00:00,,,,
299,Trinity Fitting & Flange Group,,1999-02-09 00:00:00,,90,,
300,Taylor Farms,,1999-02-04 00:00:00,,115,,
301,Kentucky Apparel/Gamaliel,,1999-02-02 00:00:00,,142,,
302,Matsushita,,1999-01-20 00:00:00,,65,,
303,Union Underwear/Jamestown,,1999-01-16 00:00:00,,86,,
304,Armour Rood Ingredients Co.,,1999-01-01 00:00:00,,25,,
305,"Kentucky Apparel, L.L.P.",,,,61,,
306,Mountain Coals Corporation     Star Fire Mine                                  Buckhorn Processing Plant,,,,79                   10,,
307,"VF Workwear, Inc. (VF Imagewear)",,2000-12-14 00:00:00,,63,,
308,Hewlett-Packard (VeriFone),,2000-12-14 00:00:00,,80,,
309,The Earthgrains Company,,2000-12-04 00:00:00,,114,,
310,Stearns Technical Textiles Co.,,2000-11-17 00:00:00,,90,,
311,Darwin Networks,,2000-11-15 00:00:00,,131,,
312,Parker Chapin LLP (Burruss Co.),,2000-11-14 00:00:00,,72,,
313,"Arch Chemicals, Inc.",,2000-11-14 00:00:00,,125,,
314,American Greetings,,2000-10-09 00:00:00,,153,,
315,WaxWorks Video Works,,2000-09-26 00:00:00,,75 - 100,,
316,Kentucky/West Virginia Gas,,2000-09-19 00:00:00,,110,,
317,"United Plastics Group, Inc.",,2000-09-19 00:00:00,,50,,
318,Matsushita Home Appliance Co.,,2000-09-12 00:00:00,,480,,
319,AFL Truck & Industrial Group,,2000-09-12 00:00:00,,184,,
320,Perry County Coal Corporation,,2000-09-11 00:00:00,,200,,
321,Grocery Supply Co. of Paducah,,2000-09-01 00:00:00,,48,,
322,Peabody Coal Company,,2000-08-24 00:00:00,,316,,
323,Dana - Spicer Heavy Axle & Brake,,2000-08-23 00:00:00,,230,,
324,Bird Vinyl Products,,2000-08-15 00:00:00,,191,,
325,Kmart Corporation,,2000-08-08 00:00:00,,67,,
326,CSX Transportation,,2000-08-08 00:00:00,,53,,
327,Genlyte Thomas,,2000-07-25 00:00:00,,50,,
328,APAC Customer Services,,2000-07-24 00:00:00,,59,,
329,"Dillard's, Inc.",,2000-07-05 00:00:00,,141,,
330,"Circuit City Stores, Inc.",,2000-06-28 00:00:00,,100,,
331,Fontaine Trailer Company,,2000-06-01 00:00:00,,9,,
332,Heckett MultiServ,,2000-05-30 00:00:00,,,,
333,United States Enrichment Corp.,,2000-05-10 00:00:00,,271,,
334,Clark Material Handling Co.,,2000-05-02 00:00:00,,27,,
335,Johns Manville Corp.,,2000-05-02 00:00:00,,70,,
336,"Crothall Healthcare, Inc.",,2000-04-21 00:00:00,,350,,
337,"Gibson Greetings, Inc.",,2000-04-18 00:00:00,,,,
338,Celestica Corporation,,2000-04-07 00:00:00,,218,,
339,Green River Steel,,2000-04-07 00:00:00,,169,,
340,"Parsons Telecom, Inc.",,2000-04-03 00:00:00,,112,,
341,Landstar,,2000-04-03 00:00:00,,178,,
342,"Star-Kist Foods, Inc.",,2000-03-29 00:00:00,,260,,
343,"Conco, Inc.",,2000-03-14 00:00:00,,120,,
344,Fruit of the Loom,,2000-03-14 00:00:00,,300,,
345,US Airways Lexington,,2000-03-07 00:00:00,,26,,
346,US Airways Louisville,,2000-03-07 00:00:00,,59,,
347,Wallace,,2000-03-07 00:00:00,,59,,
348,Genicom Corporation,,2000-02-21 00:00:00,,259,,
349,Tyco Electronics Corporation,,2000-02-21 00:00:00,,305,,
350,Qwik Tool & Manufacturing Co.,,2000-02-07 00:00:00,,130,,
351,"Millstone Coffee, Inc.",,2000-02-07 00:00:00,,94,,
352,United States Enrichment Corp.,,2000-02-07 00:00:00,,450,,
353,Clarion Manufacturing Corporation,,2000-02-01 00:00:00,,108,,
354,ABTCO,,2000-02-01 00:00:00,,63,,
355,Tecumseh Products Company,,2000-01-25 00:00:00,,604,,
356,"MHI Machine Tool U.S.A., Inc.",,2000-01-07 00:00:00,,60,,
357,CertainTeed Corporation,,2000-01-04 00:00:00,,56,,
358,Philip Morris,,,,260,,
359,Woodwork Mid-America,,2001-12-27 00:00:00,,110 - 145,,
360,Inoac Packaging Group,,2001-12-21 00:00:00,,72,,
361,A.O. Smith Electrical Products Co.,,2001-12-10 00:00:00,,150,,
362,A. O. Smith,,2001-12-06 00:00:00,,350 - 756,,
363,Donnelly Corporation,,2001-12-06 00:00:00,,122,,
364,Donnelly Corporation,,2001-12-04 00:00:00,,122,,
365,"Carlton Cards Retail, Inc.",,2001-12-03 00:00:00,,85,,
366,"BSC Acquisition Sub, LLC",,2001-11-30 00:00:00,,59,,
367,"Sumitomo Electric Wiring Systems, Inc.",,2001-12-03 00:00:00,,926,,
368,"Sumitomo Electric Wiring Systems, Inc.",,2001-11-30 00:00:00,,926,,
369,"BSC Acquisition Sub, LLC",,2001-11-30 00:00:00,,59,,
370,Carlton Cards - American Greetings,,2001-11-19 00:00:00,,85,,
371,"Hayes Lemmerz International, Inc.",,2001-11-19 00:00:00,,235,,
372,Health Associates of Kentucky Inc.,,2001-11-15 00:00:00,,161,,
373,OshKosh B' Gosh,,2001-11-08 00:00:00,,96,,
374,New World Pasta Company,,2001-11-01 00:00:00,,89,,
375,"Spherion Atlantic Enterprises, LLC",,2001-11-01 00:00:00,,103,,
376,Hayes Lemmerz - Somerset,,2001-10-31 00:00:00,,85 - 90,,
377,American Racing Equipment,,2001-10-30 00:00:00,,200,,
378,Spherion Atlantic   ,,2001-10-29 00:00:00,,103,,
379,Dana Corporation - Elizabethtown,,2001-10-27 00:00:00,,50,,
380,Peabody Coal Company                        Camp No. 11 Mine,,2001-10-23 00:00:00,,106,,
381,Whitehall Furniture,,2001-10-12 00:00:00,,115,,
382,"KEY Industries, Inc. ",,2001-10-05 00:00:00,,134,,
383,CPS Plus Mark - American Greetings,,2001-10-05 00:00:00,,202,,
384,"Ca One Services, Inc. Covington/Cincinnati Airport",,2001-10-01 00:00:00,,11,,
385,New World Pasta Company,,2001-09-28 00:00:00,,89,,
386,EAS Mine of Aero Energy,,2001-09-21 00:00:00,,140,,
387,Landis Gardner,,2001-09-04 00:00:00,,90 +/-,,
388,"Interlake Material Handling, Inc.",,2001-08-10 00:00:00,,105,,
389,"Collis, Inc.",,2001-07-30 00:00:00,,80,,
390,Cingular Wireless,,2001-07-30 00:00:00,,140,,
391,"Techno Trim, Inc.",,2001-07-16 00:00:00,,290 - 356,,
392,American Greetings,,2001-06-20 00:00:00,,545,,
393,Waukesha Cherry-Burrell,,2001-06-20 00:00:00,,110,,
394,American Greetings,,2001-06-20 00:00:00,,545,,
395,SPX/Marley Cooling Tower Co.,,2001-05-29 00:00:00,,210,,
396,Garan Manufacturing Corp.,,2001-05-29 00:00:00,,133,,
397,"Comair, Inc.",,2001-05-21 00:00:00,,1662,,
398,Parker-Hannifin Corporation,,2001-05-18 00:00:00,,108,,
399,Brown and Williamson Tobacco,,2001-05-16 00:00:00,,25,,
400,"Perm Cast Foundry, Subsidiary of Grede Foundries, Inc.",,2001-05-16 00:00:00,,200 - 290,,
401,CCL Container Corporation,,2001-04-30 00:00:00,,111,,
402,Mattel Inc. Distribution Center,,2001-04-26 00:00:00,,48 - 50,,
403,American Greetings,,2001-04-09 00:00:00,,450,,
404,Mattel-Murray,,2001-04-06 00:00:00,,980,,
405,Newport Steel Corporation,,2001-04-03 00:00:00,,300,,
406,"Quebecor World Metroweb, LP",,2001-04-03 00:00:00,,152,,
407,Alcoa Automotive Castings,,2001-04-02 00:00:00,,48,,
408,Ingersoll-Rand Company,,2001-04-02 00:00:00,,328,,
409,Supervalu Distribution Center,,2001-03-29 00:00:00,,175,,
410,Washington Mutual,,2001-03-26 00:00:00,,250 - 300,,
411,CMS Hartzell,,2001-03-14 00:00:00,,155,,
412,Darwin Networks,,2001-03-14 00:00:00,,115,,
413,Department of the Army Headquarters   ,,2001-03-08 00:00:00,,195,,
414,"Lexmark International, Inc.",,2001-02-20 00:00:00,,375,,
415,Intertec Systems,,2001-02-15 00:00:00,,59,,
416,"Hill's Pet Nutrition, Inc.",,2001-02-15 00:00:00,,80,,
417,"ATC Distribution Group, Inc.",,2001-02-15 00:00:00,,118 - 120,,
418,"Fatbrain.com, LLC",,2001-02-08 00:00:00,,60,,
419,Createc Corporation,,2001-02-06 00:00:00,,28,,
420,"ShopKo Stores, Inc.",,2001-02-01 00:00:00,,80,,
421,"Donaldson Company, Inc.",,2001-01-31 00:00:00,,71,,
422,Heilig-Meyers              Mt. Sterling Distribution Center,,2001-01-31 00:00:00,,84,,
423,"Kerry, Inc.",,2001-01-29 00:00:00,,63,,
424,JC Penny Store,,2001-01-24 00:00:00,,82,,
425,"Collis, Inc.",,2001-01-24 00:00:00,,13,,
426,"V.F. Workwear, Inc.   Russellville, KY Facility",,2001-01-18 00:00:00,,96,,
427,"Baskin Robbins            Owensboro, KY - Facility",,2001-01-17 00:00:00,,114,,
428,"Montgomory Ward        Harrodsburg Park, Lexington, KY Facility",,2001-01-17 00:00:00,,130,,
429,OshKosh B' Gosh,,2001-01-04 00:00:00,,148,,
430,Accuride,,,,18,,
431,"Collis, Inc.                   Subsidiary of SSW Holding Company",,2002-02-01 00:00:00,,70,,
432,"GE Financial Assurance Holdings, Inc.",,2002-01-31 00:00:00,,41,,
433,HMX Tailored (Plaid Cloth) ,,2002-01-30 00:00:00,,285,,
434,Tyco Electronics                (AMP Inc.),,2002-01-17 00:00:00,,145,,
435,Accuride Corporation,,2002-01-11 00:00:00,,325,,
436,"Donaldson Company, Inc",,2002-01-07 00:00:00,,87,,
437,Providian Financial Corporation,,2002-01-04 00:00:00,,203,,
438,Woodwork of Mid-America,,2002-01-01 00:00:00,,110,,
439,Inoac Packaging Group,,2002-01-01 00:00:00,,72,,
440,International Paper Company,,2003-01-02 00:00:00,,300,,
441,"Kentucky Electrical Steel, Inc.",,2003-01-03 00:00:00,,311,,
442,Appalachian Regional Healthcare,,2003-01-10 00:00:00,,125,,
443,Financial Service Solutions,Jefferson,2004-11-23 00:00:00,,200,,
444,CDG Management                    Corbin call Center,Whitley,2004-11-03 00:00:00,,115,,
445,CDG Management                    Providence Call Center,Simpson,2004-11-03 00:00:00,,69,,
446,"Flynn Enterprises, Inc.",Muhlenberg,2004-10-22 00:00:00,,110,,
447,Saint Gobain Ceramics Corhart Refractories,Jefferson,2004-10-12 00:00:00,,150,,
448,Shire US Inc.,Campbell,2004-10-12 00:00:00,,102,,
449,Charter Communications      Video Call Center,Jefferson,2004-09-21 00:00:00,,162,,
450,"Nexans Magnet Wire USA, Inc.",Oldham,2004-09-09 00:00:00,,123,,
451,"Flynn Enterprises, LLC (Allegre, Kentucky Plant Closing)",Todd,2004-09-02 00:00:00,,155,,
452,Crittenden Health Systems  Crittenden County Convalescent Center,Crittenden,2004-08-30 00:00:00,,150,,
453,Crittenden Health Systems  Salem Springlake Care Center,Livingston,2004-08-30 00:00:00,,100,,
454,"Chelsea Industries, Inc.",Trigg,2004-08-24 00:00:00,,54,,
455,Pegasus Satellite Television,Jefferson,2004-08-04 00:00:00,,259,,
456,L'Oreal USA,Boone,2004-07-27 00:00:00,,70,,
457,The Federal Reserve Bank of St. Louis,Jefferson,2004-07-14 00:00:00,,115,,
458,Star Fire Mining,Perry,2004-07-07 00:00:00,,106,,
459,CS International                        Somerset Division,Pulaski,2004-07-07 00:00:00,,150,,
460,Continental Tire North America Incorporated            Mayfield Plant,Graves,2004-07-02 00:00:00,,915,,
461,Brown & Williamson               Tobacco Corporation,Jefferson,2004-07-01 00:00:00,,242,,
462,Brown & Williamson Tobacco Corporation               Sales and Marketing Office,Kenton,2004-07-01 00:00:00,,58,,
463,Brown & Williamson               Tobacco Corporation               Sales and Marketing Office,Jefferson,2004-07-01 00:00:00,,33,,
464,Brown & Williamson               Tobacco Corporation,,2004-07-01 00:00:00,,100,,
465,Venture Industries Corp.,Christian,2004-06-30 00:00:00,,96,,
466,Robert Bosch Tool,Grayson,2004-05-17 00:00:00,,155,,
467,Walker Paducah Corp.,McCraken,2004-05-04 00:00:00,,71,,
468,Temple InLand                           Louisville West Box Plant,Jefferson,2004-05-03 00:00:00,,126,,
469,Continental Tire North America  ,Graves,2004-04-30 00:00:00,,198,,
470,Winn Dixie Logistics,Jefferson,2004-04-30 00:00:00,,160,,
471,American Bag,McCreary,2004-04-27 00:00:00,,86,,
472,Michaels Stores Inc.,Fayette,2004-04-19 00:00:00,,142,,
473,"Dana Corporation                     Torque Traction Intergration Technologies, Inc.",Grant,2004-03-22 00:00:00,,146,,
474,Osram Sylvania                          Lexington Distribution Center,Fayette,2004-03-08 00:00:00,,3,,
475,"Auburn Hosiery Mills, Inc.",Logan,2004-03-02 00:00:00,,200,,
476,"Jockey International, Inc.",Mason,2004-03-02 00:00:00,,219,,
477,Jockey International ,Nicholas,2004-03-02 00:00:00,,137,,
478,Jockey International ,Montgomery,2004-03-02 00:00:00,,74,,
479,Sears Roebuck and Company                                      National Support and Inquiry Center,Jefferson,2004-02-26 00:00:00,,88,,
480,Sanmina - SCI,Madison,2004-02-20 00:00:00,,139,,
481,"Mayfield Cap Company, Inc.",Graves,2004-02-17 00:00:00,,74,,
482,"Sykes Enterprises, Inc.",Pike,2004-02-10 00:00:00,,341,,
483,Bank of America,Jefferson,2004-02-06 00:00:00,,250,,
484,Louisville/Saydah Home Fashions,Henry,2004-02-06 00:00:00,,100,,
485,Sears Roebuck and Company Customer Network Center,Jefferson,2004-02-02 00:00:00,,157,,
486,King Provision,Jefferson,2004-01-28 00:00:00,,123,,
487,"WNA Hopple Plastics, Inc.",Boone,2004-01-26 00:00:00,,141,,
488,Amerisourcebergen Corp.    Louisville Distribution Center,Jefferson,2004-01-21 00:00:00,,91,,
489,Providian Financial Corporation,Jefferson,2004-01-21 00:00:00,,316,,
490,Humana Inc. and Humana Insurance Company                 Louisville Telemarketing Unit,Jefferson,2004-01-19 00:00:00,,107,,
491,Hoover Wire Products            A Legget & Platt Division,Scott,2004-01-15 00:00:00,,147,,
492,Plaid Clothing Company,Kenton,2004-01-07 00:00:00,,70,,
493,Kellwood Company,,2005-12-21 00:00:00,,83,,
494,Crane Plumbing,,2005-12-19 00:00:00,,169,,
495,LeSportsac,,2005-12-07 00:00:00,,177,,
496,American National Rubber,,2005-12-09 00:00:00,,63,,
497,Michael's Cooperage Company of Kentucky,,2005-11-14 00:00:00,,42,,
498,"Comair, Inc.",,2005-11-04 00:00:00,,315,,
499,D-J Inc.,Perry,2006-08-25 00:00:00,,50,,
500,Fruit of the Loom - Jamestown   Sewing Department,Russell,2006-01-03 00:00:00,,100,,
501,D&K Healthcare,Fayette,2006-01-17 00:00:00,,75,,
502,Carhartt,Barren,2006-01-18 00:00:00,,82,,
503,Carhartt,Rowan,2006-01-18 00:00:00,,71,,
504,Carhartt,Webster,2006-01-18 00:00:00,,90,,
505,Enterprise Management Services Corporation,Jefferson,2006-02-02 00:00:00,,5,,
